code,treatment,gender,educ,employ1,ethn,entity,age,bosniak,croat,serb,largest_majority,time_usage,freq_usage,act_1,act_2,act_3,act_4,act_5,act_6,act_7,act_8,othersm_1,othersm_2,othersm_3,othersm_4,othersm_5,news,freq_news,politics_int,numb_forums,trust_media.1,imp_family,imp_career,imp_relg,imp_neigh,imp_ethn,imp_hobby,imp_cntry,serbian.4,bosniak.4,croatian.4,matched_percentage.4,percentage_bosniak.4,percentage_serbian.4,percentage_croatian.4,largest_majority_online_4,bosniak.3,serbian.3,croatian.3,matched_percentage.3,percentage_bosniak.3,percentage_serbian.3,percentage_croatian.3,largest_majority_online,time_online,fractionalization_offline_index,shannon_offline,activ,happiness,satisf,depression,loneliness,nerv,boredom,joy,isol,fulf,no_friends,happier,freq_fbnews,fbnews_st1,fbnews_st2,fbnews_st3,fbnews_st4,fbnews_st5,fbnews_st6,fbnews_st7,fbnews_st8,outfeel_therm,infeel_therm,trust_pol,trust_inst,trust_media,trust_police,trust_ngo,trust_relg,sd,agr_st1,agr_st2,agr_st3,agr_st4,trust_gov,agr_st5,agr_st6,agr_st7,agr_st8,agr_st9,agr_st10,agr_st11,agr_st12,agr_st13,agr_st14,agr_st15,oth_honest,oth_patriot,oth_broadv,oth_gener,oth_hyp,oth_self,oth_unreliab,oth_intel,oth_evil,in_honest,in_patriot,in_evil,in_broadv,in_gener,in_hyp,in_self,in_unreliab,in_intel,donation
79,1,1,3,1,1,2,38,0.614,0.297,0.004,61.5,4,4,3,3,2,3,4,3,3,2,3,0,3,1,0,"Online website stranice,Facebook",3,2,1,0,4,2,2,2,0,4,3,17,751,30,81.5324165,90.48192771,2.048192771,3.614457831,90.48192771,754.3333333,33.83333333,40.33333333,81.38506876,91.04807886,4.083685375,4.868235767,91.04807886,0,0.534779,0.682135572,"4,5",-3,4,2,2,2,3,4,2,4,2,-2,2,1,1,-1,1,-1,1,1,1,89,89,1,2,1,2,4,2,7,-3,-3,-3,0,1,4,-3,7,-1,3,1,-3,-3,-3,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zenica
80,0,1,4,1,1,1,35,0.942,0.001,0.034,94.2,4,4,2,2,3,3,3,2,3,3,0,0,0,0,0,"TV,Online website stranice,Facebook",4,2,1,0,3,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,633,0.111479,0.178159681,"2,3,5",0,5,1,1,1,3,4,1,4,1,0,2,0,1,1,-1,0,1,-1,1,70,75,1,1,0,2,1,1,6,-3,-3,-1,-1,4,7,0,7,0,-3,3,-3,-3,0,0,0,-4,0,-1,0,1,-1,0,-1,-1,4,-1,-4,4,4,-4,-2,-1,1,"Sarajevo,Tomislavgrad,Druga lokacija"
81,1,2,2,0,1,1,21,0.942,0.001,0.034,94.2,4,4,1,1,2,3,4,2,3,4,5,5,5,0,0,"TV,Facebook",2,1,1,2,3,2,2,2,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.111479,0.178159681,1,0,5,2,2,3,3,4,3,3,4,0,2,1,0,0,1,0,0,1,1,27,28,1,2,2,2,2,1,6,-3,-3,-3,-3,1,3,-3,4,0,0,0,-2,-2,-2,-3,3,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Svejedno
82,1,1,4,0,1,1,20,0.97,0.002,0.003,97,4,4,3,4,3,4,4,4,4,4,5,1,5,1,0,"Online website stranice,Facebook",5,4,3,3,4,4,4,3,2,4,4,24,3012,106,80.87797619,92.36430543,0.735970561,3.250536645,92.36430543,3022.166667,88.66666667,146.6666667,80.79117063,92.77564595,2.721923766,4.502430289,92.77564595,0,0.059087,0.059402076,"1,4,5",4,3,3,1,2,3,5,4,3,4,-3,3,1,-1,1,1,-1,1,1,1,80,80,1,1,2,2,4,2,7,3,-3,-3,3,7,4,-3,3,-2,3,3,-3,-3,-3,-2,3,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-3,-2,-2,-2,-2,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Druga lokacija,Svejedno"
83,0,2,1,0,-2,1,32,0.97,0.002,0.003,97,4,4,1,1,2,1,4,1,0,4,5,0,1,0,0,"TV,Facebook",4,0,2,0,4,1,2,2,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,922,0.059087,0.059402076,"2,3,4",4,5,1,1,2,1,5,1,5,2,-3,1,1,-1,1,1,1,-1,0,1,96,80,1,2,0,2,2,1,7,-3,-3,-3,-3,1,2,3,7,1,3,3,-3,-3,-3,-2,-3,0,0,1,-2,0,1,0,0,0,-2,0,0,-1,-1,1,1,1,0,Tuzla
84,1,1,2,1,1,1,29,0.97,0.002,0.003,97,4,4,1,2,1,2,1,1,2,2,0,0,2,0,0,"TV,Facebook",4,0,1,1,4,2,3,2,2,3,4,4,283,5,79.89821883,90.12738854,1.27388535,1.592356688,90.12738854,284.5,14.5,15,79.89821883,90.60509554,4.617834395,4.777070064,90.60509554,0,0.059087,0.059402076,"3,4",-4,4,3,2,3,3,4,1,4,3,-1,2,0,0,0,0,1,0,1,0,88,88,1,1,1,2,2,1,3,3,-3,-3,-3,1,1,0,4,0,3,3,-3,-3,-2,-3,-2,-2,0,-1,0,0,0,0,-1,1,0,-1,0,0,1,0,0,0,-1,"Sarajevo,Doboj,Tuzla,Banja Luka"
85,0,2,2,1,-2,1,24,0.944,0.023,0.009,94.4,4,4,2,4,2,1,3,1,1,3,5,0,5,1,0,"TV,Novine (print),Online website stranice,Facebook",4,1,1,0,3,4,1,2,0,4,2,1,299,6,79.8488665,94.32176656,0.315457413,1.892744479,94.32176656,302,6,9,79.8488665,95.2681388,1.892744479,2.839116719,95.2681388,1063,0.108254,0.183558663,"1,4,6",2,3,3,2,3,1,1,3,1,4,3,2,-1,1,-1,1,0,1,1,1,100,11,1,2,1,3,5,2,7,-3,-3,-3,3,0,1,-3,7,3,3,3,-3,-3,-3,-3,3,0,4,4,4,2,-4,-4,4,-4,4,4,-4,4,4,4,-4,-4,4,"Sarajevo,Prijedor"
86,1,1,2,1,1,1,21,0.944,0.023,0.009,94.4,4,3,2,2,2,3,4,2,1,3,5,1,2,0,0,"Novine (print),Online website stranice,Facebook",2,1,1,1,2,4,1,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.108254,0.183558663,5,-2,3,2,2,2,3,2,2,2,4,4,2,1,1,0,0,-1,-1,1,1,88,70,1,2,1,1,2,1,7,-3,-3,-3,-1,0,1,0,4,-2,3,3,-3,-3,0,0,1,-2,-2,4,-1,0,0,4,-2,-4,-2,-2,0,-4,0,0,-2,-4,4,"Doboj,Tuzla"
87,1,1,2,0,1,1,19,0.944,0.023,0.009,94.4,4,4,0,1,1,2,4,1,1,2,5,5,5,0,1,"Online website stranice,Facebook",2,1,1,1,4,3,4,2,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.108254,0.183558663,2,-3,5,1,1,1,2,3,2,3,4,-3,1,0,-1,0,0,0,0,0,0,55,95,3,3,2,4,3,4,6,-3,-2,-3,-2,6,3,1,6,1,2,2,1,0,0,1,-1,0,0,-1,3,-2,-2,-3,0,-3,-1,1,-2,2,0,0,0,-2,0,Svejedno
88,0,2,2,1,0,1,41,0.944,0.023,0.009,94.4,4,4,3,2,0,1,4,2,0,4,1,0,1,0,0,"Online website stranice,Facebook",5,3,2,2,4,3,3,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,590,0.108254,0.183558663,6,-2,4,2,1,2,1,3,1,3,4,-1,2,1,0,1,1,1,0,1,1,60,50,2,2,2,3,2,2,6,-2,-2,-2,0,2,7,-2,7,1,1,1,-3,-3,-3,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tuzla,Bijeljina,Livno,Svejedno"
89,0,2,2,0,1,1,34,0.147,0.016,0.809,80.9,4,4,2,2,2,3,2,2,2,3,5,1,5,1,0,"Online website stranice,Facebook",5,1,1,3,4,1,3,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,617,0.323654,0.519481797,6,-1,4,1,1,2,3,5,1,4,3,-1,1,-1,-1,-1,-1,1,-1,1,1,70,89,2,4,4,5,4,4,6,-3,-3,-3,0,3,7,2,6,2,3,2,1,1,2,0,-1,-3,-2,-4,-2,-1,1,2,-4,3,-3,-3,3,-4,-4,-2,4,3,-4,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Druga lokacija,Svejedno"
90,1,2,4,1,-1,1,31,0.147,0.016,0.809,80.9,4,4,1,1,1,4,4,2,2,2,3,0,2,0,0,"Online website stranice,Facebook",4,1,2,0,4,3,1,3,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.323654,0.519481797,"1,4,5",-4,4,2,2,2,3,4,2,4,3,-4,3,-1,0,0,-1,-1,1,1,0,71,82,1,1,0,1,3,1,7,-3,-3,-3,-3,1,4,3,7,-3,3,3,-3,-3,-3,-3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tuzla, Banja Luka"
91,0,1,3,1,1,1,43,0,0.995,0.001,99.5,4,4,3,3,3,3,3,2,3,3,3,0,2,0,0,Facebook,4,4,2,1,4,0,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1183,0.009974,-0.001920276,"1,3",3,4,3,2,3,2,4,1,2,4,3,3,0,1,1,1,1,1,-1,1,12,50,1,1,1,1,2,1,6,-3,3,-3,-3,1,7,2,1,-3,-3,-2,0,-3,-3,0,-3,4,4,4,4,0,1,2,-2,-3,-2,-3,-4,2,2,0,-4,-4,-4,Tomislavgrad
92,1,1,2,1,1,1,27,0.926,0.007,0.009,92.6,4,4,1,1,1,2,3,1,1,3,5,0,5,0,0,Online website stranice,4,0,1,1,4,4,4,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.142394,0.148319539,"4,5",3,5,3,2,2,2,3,2,4,0,3,2,0,-1,0,1,0,1,1,1,49,77,1,2,0,3,2,2,7,-3,-3,-3,-3,2,1,-3,4,-1,3,3,-2,-1,0,0,3,0,0,0,-4,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Druga lokacija,Svejedno"
93,1,2,2,0,1,1,44,0.926,0.007,0.009,92.6,4,4,1,0,1,3,3,1,2,2,5,1,5,0,0,"Online website stranice,Facebook",5,2,2,1,4,3,2,3,4,4,4,1,205,16,84.64285714,86.4978903,0.421940928,6.751054852,86.4978903,205.3333333,11.83333333,19.83333333,84.64285714,86.63853727,4.992967651,8.368495077,86.63853727,0,0.142394,0.148319539,6,-3,4,3,3,4,4,3,2,2,3,-2,2,0,1,0,1,-1,0,0,1,50,70,1,1,3,2,1,1,6,-3,-3,-3,-3,1,7,1,7,-3,3,3,-3,-2,-1,2,3,0,-3,-1,-2,0,0,-1,-2,0,1,-4,0,1,-2,0,2,0,0,"Doboj,Prijedor"
94,0,1,2,1,-1,2,33,0.926,0.007,0.009,92.6,4,3,1,1,2,2,2,2,2,1,0,0,2,0,0,Facebook,4,2,1,1,4,3,4,3,2,1,4,0,25,1,82.35294118,89.28571429,0,3.571428571,89.28571429,NA,NA,NA,NA,NA,NA,NA,NA,864,0.142394,0.148319539,5,-3,4,2,2,2,3,4,3,3,1,0,2,1,1,0,1,0,0,0,1,0,50,1,1,0,3,2,2,1,-3,-3,-3,-3,1,7,1,3,-3,0,0,0,1,0,0,3,2,1,0,0,1,0,0,0,2,4,-4,0,1,-1,2,0,0,0,"Sarajevo,Zenica"
95,1,1,4,1,1,1,37,0.926,0.019,0.021,92.6,4,4,2,2,2,3,2,2,2,2,0,0,0,0,0,Online website stranice,5,3,3,1,4,3,3,2,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.141722,0.227622746,6,3,4,1,1,1,1,3,1,4,3,1,2,0,1,1,1,-1,1,1,1,50,82,1,2,1,2,3,3,5,-3,-2,-2,2,3,4,-1,3,-1,2,2,-2,2,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Svejedno
96,0,2,2,1,1,1,45,0.926,0.019,0.021,92.6,4,4,2,1,2,3,2,0,1,2,0,0,2,0,0,Facebook,4,1,1,1,4,3,2,3,3,3,4,1,660,25,81.96721311,94.28571429,0.142857143,3.571428571,94.28571429,661.5,8.5,30,81.96721311,94.5,1.214285714,4.285714286,94.5,462,0.141722,0.227622746,2,-2,3,3,1,3,1,3,1,5,2,-2,3,0,-1,1,1,-1,-1,1,1,70,88,1,1,1,2,3,2,4,-3,-3,-3,1,2,5,1,3,1,3,3,-3,-1,-1,3,2,0,0,-3,2,1,1,2,0,1,-2,-3,4,0,0,0,0,0,1,Svejedno
97,0,1,3,1,1,2,22,0.021,0.008,0.955,95.5,4,4,2,1,2,3,0,3,1,3,5,0,5,0,0,"Online website stranice,Facebook",2,0,1,1,3,4,0,2,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,497,0.08747,0.163726361,"1,4",3,4,2,2,2,3,4,3,4,4,3,3,0,0,0,0,0,0,0,0,80,70,1,1,1,3,3,1,7,3,-3,-3,-3,2,1,3,1,-3,3,3,-3,-3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Druga lokacija"
98,1,2,4,0,0,1,42,0.021,0.008,0.955,95.5,4,4,1,1,1,1,3,1,1,1,4,0,5,0,0,"TV,Online website stranice,Facebook",5,2,1,2,4,3,4,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.08747,0.163726361,"4,5,6",-4,4,5,1,3,2,4,1,5,3,0,3,0,0,0,0,0,0,1,0,100,100,1,1,0,2,1,3,1,0,0,0,0,1,4,3,7,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Svejedno
99,0,2,4,1,-1,2,30,0.021,0.008,0.955,95.5,4,4,1,1,2,4,4,2,3,3,5,0,5,0,0,"TV,Online website stranice,Facebook",3,1,1,2,4,2,1,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,0.08747,0.163726361,"1,5",-4,5,2,2,4,3,4,1,4,3,3,1,0,1,1,1,-1,1,1,0,85,85,2,2,0,2,3,1,6,1,-3,-3,1,2,2,2,5,1,2,2,-2,0,-2,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sarajevo
100,1,2,2,0,1,3,32,0.021,0.008,0.955,95.5,4,4,2,1,1,4,2,1,2,2,5,0,5,0,0,"TV,Novine (print),Online website stranice,Facebook",5,2,3,1,4,3,3,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.08747,0.163726361,"1,2,3,4",-2,3,1,1,2,2,4,2,4,2,0,1,0,-1,0,0,-1,-1,-1,1,55,100,1,1,0,2,2,2,6,-3,-3,-3,-3,0,4,-3,4,-3,3,3,-3,-3,-3,-3,3,0,-2,-1,-1,0,-1,-3,-4,-1,4,-4,-2,4,4,0,-4,-2,0,"Sarajevo, Zenica, Doboj, Tuzla, Prijedor, Tomislavgrad, Livno"
101,0,2,2,0,1,1,36,0.895,0.072,0.006,89.5,4,4,2,2,2,3,4,1,2,3,2,0,3,0,0,TV,2,1,1,2,4,2,4,3,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375,0.193755,0.319418141,"4,5",-4,5,1,1,1,2,5,1,5,2,-4,1,0,-1,0,1,-1,1,1,1,100,100,3,3,2,2,3,3,6,-3,-3,-3,-3,1,4,-1,4,-1,0,3,0,-1,0,0,3,0,0,-1,-1,0,-3,0,0,0,1,-4,0,0,-2,0,0,-1,-4,Druga lokacija
102,0,1,4,1,1,1,27,0.487,0.461,0.018,48.7,4,4,1,1,1,2,3,1,2,4,0,0,3,0,1,Online website stranice,4,2,1,1,4,4,4,3,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,0.549986,0.779683782,4,-3,5,1,1,2,1,4,2,4,0,-3,1,0,1,0,1,0,0,0,1,80,80,1,2,1,4,1,1,7,-3,-3,-3,3,4,7,0,7,3,3,3,0,-1,2,3,-1,-4,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,Druga lokacija
103,0,1,4,1,1,1,30,0.94,0.034,0.005,94,4,4,2,1,2,4,4,4,2,4,5,3,4,0,0,"TV,Online website stranice,Facebook",5,4,2,1,4,3,3,2,1,2,3,36,1106,91,80.15918135,78.43971631,2.553191489,6.453900709,78.43971631,1109.333333,132.5833333,165.0833333,79.9886299,78.84387586,9.423122483,11.73300166,78.84387586,575,0.115219,0.199621888,"1,2,4",-3,3,1,3,3,3,4,2,4,4,0,2,0,1,1,1,1,1,0,1,62,60,1,3,1,3,4,1,7,-3,-3,-3,-3,4,7,-3,7,1,3,2,-1,-3,-2,-3,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zenica,Doboj,Livno"
104,0,2,2,0,1,1,23,0.864,0.079,0.008,86.4,4,4,2,3,3,4,4,2,2,4,0,0,2,0,0,Facebook,4,2,3,1,4,4,4,4,4,4,4,6,219,11,39.87240829,87.6,2.4,4.4,87.6,220,13,17,39.87240829,88,5.2,6.8,NA,1027,0.247199,0.365454485,4,-3,4,3,3,3,2,3,2,3,3,0,2,0,0,0,0,0,0,0,-1,30,60,1,1,1,1,2,2,6,-3,-3,-3,-3,0,5,-1,4,-2,3,1,-3,-3,-3,-1,3,0,3,3,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,Druga lokacija
105,0,2,4,1,0,1,34,0.864,0.079,0.008,86.4,4,4,3,2,3,3,3,2,3,4,5,0,2,0,0,"TV,Facebook",4,2,3,2,4,4,4,4,2,3,4,27,840,50,82.51192369,80.92485549,2.601156069,4.816955684,80.92485549,843.3333333,92.33333333,96.83333333,82.07472178,81.6787732,8.942695722,9.378531073,81.6787732,732,0.247199,0.365454485,4,-4,4,2,2,3,1,4,1,4,4,-2,2,0,1,-1,1,0,0,0,1,81,81,1,1,2,3,3,3,6,-3,-3,-3,0,1,4,3,4,0,0,3,-3,-3,-3,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zenica,Druga lokacija"
106,1,2,2,0,-1,1,21,0.864,0.079,0.008,86.4,4,4,2,2,2,3,4,1,1,3,1,0,5,0,0,"TV,Facebook",5,2,1,2,4,2,4,2,4,2,4,0,102,3,88.33333333,96.22641509,0,2.830188679,96.22641509,102.5,0.5,3,88.33333333,96.69811321,0.471698113,2.830188679,96.69811321,0,0.247199,0.365454485,"3,4",3,5,1,2,3,2,4,1,5,2,-4,1,0,-1,1,1,0,1,1,1,85,100,2,2,2,3,2,2,6,3,-3,-3,1,2,7,-3,4,-1,3,3,-3,-3,0,-2,0,-3,0,2,-3,0,1,2,1,4,-2,-4,-3,-4,-3,0,3,2,0,Zenica
107,1,2,4,0,1,1,25,0.864,0.079,0.008,86.4,4,4,1,3,2,3,3,1,1,4,5,0,5,0,0,TV,4,1,1,1,4,4,4,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.247199,0.365454485,4,-3,4,2,2,3,2,4,1,4,3,0,1,0,1,0,1,0,1,1,1,50,50,4,3,1,3,3,4,6,-2,-3,-3,0,3,7,3,7,-3,3,-1,-3,-3,0,-3,3,0,-4,-2,4,-2,0,0,0,-3,4,4,-2,4,0,-4,-4,-4,4,"Sarajevo,Zenica,Druga lokacija"
108,0,2,2,0,1,1,20,0.864,0.079,0.008,86.4,4,4,1,3,3,4,1,3,3,4,5,5,5,0,0,Facebook,5,1,2,2,4,4,4,3,1,2,4,3,216,6,78.75816993,89.62655602,1.244813278,2.489626556,89.62655602,216,11,14,78.75816993,89.62655602,4.564315353,5.809128631,89.62655602,873,0.247199,0.365454485,5,-4,5,1,1,2,2,5,2,5,3,-3,3,1,0,0,1,1,0,1,1,100,100,1,2,2,3,4,2,7,-3,-3,-2,3,1,7,3,7,3,3,3,-3,-2,-3,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Druga lokacija"
109,1,2,2,1,1,1,42,0.894,0.062,0.014,89.4,4,4,1,1,1,2,3,0,1,1,0,0,1,0,0,Facebook,1,1,1,1,4,3,2,1,1,1,1,6,407,28,83.24420677,87.15203426,1.284796574,5.995717345,87.15203426,408.3333333,22.83333333,35.83333333,83.24420677,87.43754461,4.889364739,7.67309065,87.43754461,0,0.196724,0.332332523,6,0,3,2,3,3,1,3,3,3,3,1,1,0,0,0,1,0,0,0,1,100,50,1,5,0,2,2,1,6,-3,-3,-3,-3,0,1,-3,4,-3,-3,-3,-3,-3,-3,3,3,4,0,4,4,-4,-4,-4,4,-4,4,4,-4,4,4,-4,-4,-4,4,Druga lokacija
110,0,1,4,0,1,1,26,0.003,0.015,0.957,95.7,4,4,1,2,1,4,3,2,1,4,5,0,5,0,0,Online website stranice,5,3,2,1,3,2,0,1,0,2,0,129,16,68,73.1170336,2.535657686,20.4437401,10.77654517,20.4437401,24.5,360.5,245.5,73.05909618,3.885804917,57.17684377,38.93735131,57.17684377,249,0.083917,0.122484962,"3,6",1,4,2,3,1,4,3,3,3,4,-2,1,1,1,1,1,1,1,0,1,60,60,2,2,1,2,3,2,7,-3,-3,-3,-2,2,7,3,2,-2,2,1,-3,-3,-2,-1,2,0,-1,1,-1,0,0,0,0,0,1,-1,-1,1,1,0,-2,0,0,"Banja Luka,Bijeljina,Prijedor"
111,0,1,5,1,0,1,27,0.119,0.858,0.013,85.8,4,4,3,3,3,3,4,3,2,2,5,4,5,0,0,"TV,Online website stranice,Facebook",3,2,2,1,4,3,3,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,832,0.249506,0.441167372,2,2,4,2,3,3,2,4,4,4,3,0,3,0,0,0,1,0,0,0,1,84,97,2,2,2,3,2,3,7,-3,-3,-3,-1,3,4,3,7,0,1,3,-2,-1,-1,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tomislavgrad,Livno"
112,0,2,4,0,1,1,29,0.025,0.968,0.001,96.8,4,4,1,3,3,3,3,3,3,4,4,0,3,1,0,"Online website stranice,Facebook",4,3,1,2,2,3,2,2,2,2,2,0,0,3,70.58823529,0,0,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06235,0.130612191,"4,5",-4,5,1,1,2,2,4,1,4,0,-3,2,0,0,1,0,-1,0,1,1,84,92,1,1,1,1,2,3,5,-2,-3,-3,0,5,2,-1,6,-1,0,2,-3,-1,-2,0,0,0,0,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sarajevo,Banja Luka,Tomislavgrad,Livno"
113,0,1,2,0,1,1,18,0.089,0.003,0.903,90.3,4,4,1,2,2,3,2,3,3,4,5,5,5,0,0,Facebook,1,3,2,1,4,4,3,2,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,0.176661,0.324864563,"1,4",-3,2,2,3,3,2,3,2,3,2,-3,1,1,1,-1,1,-1,0,0,1,100,91,1,3,0,3,3,1,6,-3,-3,-3,-3,9,2,0,7,-3,3,3,-3,-3,-3,-2,-3,-3,-2,-3,-3,-3,0,0,-2,0,-2,-3,0,-2,0,-3,0,0,-3,Sarajevo
114,0,1,4,1,0,1,42,0.866,0.034,0.034,86.6,4,4,2,2,1,2,3,1,1,2,3,0,3,1,0,Facebook,5,1,2,0,4,3,4,3,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,0.247732,0.354526584,"3,4",3,4,2,3,3,3,4,2,4,4,2,1,0,1,0,0,0,0,0,1,66,77,1,2,1,3,1,3,6,-3,-3,-3,-1,1,1,3,7,-2,3,3,-3,-3,-3,-3,3,3,4,3,0,0,-4,-4,0,-4,4,-4,-4,4,4,0,-4,-4,4,Svejedno
115,0,2,4,0,1,1,23,0.866,0.034,0.034,86.6,4,4,1,2,1,4,4,3,4,4,5,0,5,0,0,"TV,Online website stranice,Facebook",4,1,1,1,4,3,1,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292,0.247732,0.354526584,"1,4",-3,4,2,3,3,2,4,2,4,4,-3,2,1,1,-1,0,-1,1,-1,0,94,95,1,2,2,4,3,1,7,-3,-3,-3,-3,0,4,-1,6,-1,3,3,-1,-2,-1,-3,3,-2,-2,-1,-3,0,1,1,-2,0,3,2,-1,0,-2,-1,2,-1,3,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Druga lokacija,Svejedno"
116,1,2,4,1,1,1,23,0.866,0.034,0.034,86.6,4,4,0,2,2,4,4,1,1,4,5,0,3,0,0,Facebook,3,2,1,0,4,4,2,2,2,3,4,1,299,6,79.8488665,94.32176656,0.315457413,1.892744479,94.32176656,302,6,9,79.8488665,95.2681388,1.892744479,2.839116719,95.2681388,0,0.247732,0.354526584,5,-4,4,2,3,3,3,4,1,4,4,0,1,0,1,0,0,0,0,1,0,60,70,1,3,0,1,4,1,6,-2,-3,-3,-3,2,4,-3,4,1,3,3,-3,-3,0,-3,3,0,0,2,0,-1,-2,-2,-3,-2,0,-4,-4,1,0,0,-1,-1,4,"Sarajevo,Zenica,Tuzla,Bijeljina"
117,0,2,2,0,1,1,21,0.866,0.034,0.034,86.6,4,4,3,2,3,4,4,4,3,4,4,1,5,0,0,"Online website stranice,Facebook",4,1,1,1,4,2,4,3,3,3,3,0,102,3,88.33333333,96.22641509,0,2.830188679,96.22641509,102.5,0.5,3,88.33333333,96.69811321,0.471698113,2.830188679,96.69811321,574,0.247732,0.354526584,"1,6",3,2,3,3,4,3,3,2,2,3,1,1,-1,0,0,1,0,1,1,1,100,100,3,2,2,2,4,2,6,-3,-3,-3,-3,0,4,0,3,-1,3,3,0,-2,-1,-3,3,0,0,0,-3,0,0,0,-3,0,-2,-2,4,-2,-4,0,4,3,-4,"Sarajevo,Tuzla"
