code,treatment,gender,educ,employ1,ethn,entity,age,bosniak,croat,serb,largest_majority,time_usage,freq_usage,act_1,act_2,act_3,act_4,act_5,act_6,act_7,act_8,othersm_1,othersm_2,othersm_3,othersm_4,othersm_5,news,freq_news,politics_int,numb_forums,trust_media.1,imp_family,imp_career,imp_relg,imp_neigh,imp_ethn,imp_hobby,imp_cntry,serbian.4,bosniak.4,croatian.4,matched_percentage.4,percentage_bosniak.4,percentage_serbian.4,percentage_croatian.4,largest_majority_online_4,bosniak.3,serbian.3,croatian.3,matched_percentage.3,percentage_bosniak.3,percentage_serbian.3,percentage_croatian.3,largest_majority_online,time_online,fractionalization_offline_index,shannon_offline,activ,happiness,satisf,depression,loneliness,nerv,boredom,joy,isol,fulf,no_friends,happier,freq_fbnews,fbnews_st1,fbnews_st2,fbnews_st3,fbnews_st4,fbnews_st5,fbnews_st6,fbnews_st7,fbnews_st8,outfeel_therm,infeel_therm,trust_pol,trust_inst,trust_media,trust_police,trust_ngo,trust_relg,sd,agr_st1,agr_st2,agr_st3,agr_st4,trust_gov,agr_st5,agr_st6,agr_st7,agr_st8,agr_st9,agr_st10,agr_st11,agr_st12,agr_st13,agr_st14,agr_st15,oth_honest,oth_patriot,oth_broadv,oth_gener,oth_hyp,oth_self,oth_unreliab,oth_intel,oth_evil,in_honest,in_patriot,in_evil,in_broadv,in_gener,in_hyp,in_self,in_unreliab,in_intel,donation
270,0,2,5,1,1,1,26,0.667,0.282,0.012,66.7,4,4,2,2,2,3,4,1,2,4,5,3,5,1,1,"Online website stranice,Facebook",3,2,1,0,4,4,4,4,4,3,4,15,339,37,79.65217391,74.01746725,3.27510917,8.07860262,74.01746725,342.5,50.5,64,79.47826087,74.9452954,11.05032823,14.00437637,74.9452954,585,0.475443,0.680155189,"1,4",-3,5,1,3,2,1,4,1,4,4,4,3,1,0,0,1,-1,1,1,1,64,74,1,1,1,2,3,3,4,-3,-3,-3,-3,2,1,-3,6,-3,3,2,-3,-3,-3,-3,3,-2,4,0,0,0,2,2,-3,0,0,0,0,-2,-1,0,0,3,-2,"Sarajevo,Zenica,Prijedor,Druga lokacija"
271,0,2,5,1,1,1,26,0.667,0.282,0.012,66.7,4,4,2,2,2,3,4,1,2,4,5,3,5,1,1,"Online website stranice,Facebook",3,2,1,0,4,4,4,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,523,0.475443,0.680155189,"1,4",3,4,3,3,3,2,4,2,4,4,3,2,1,1,0,1,-1,0,1,1,85,95,1,2,1,3,3,3,6,-2,-1,-1,2,5,4,2,5,2,3,2,1,1,1,1,1,-2,-3,-2,-3,0,0,0,-3,0,-2,-4,3,-3,-3,0,3,3,-3,Druga lokacija
272,0,2,4,1,1,1,28,0.667,0.282,0.012,66.7,4,4,2,3,2,4,4,4,4,4,4,0,5,1,0,Facebook,2,0,1,1,4,4,3,1,1,1,3,8,897,29,78.74592834,92.76111686,0.827300931,2.998965874,92.76111686,897,27.5,41,78.6237785,92.90523045,2.848265148,4.246504402,92.90523045,643,0.475443,0.680155189,"1,3",-2,4,2,2,4,1,4,1,3,4,1,3,0,1,-1,1,1,0,1,1,73,99,1,2,1,3,3,1,6,-3,-3,-3,-3,1,1,-3,7,0,-1,-1,-3,-3,-1,-1,3,0,4,1,0,0,-4,0,-4,0,4,-4,0,4,-4,0,0,0,4,"Zenica,Tuzla,Druga lokacija"
273,0,1,2,0,-2,1,19,0.667,0.282,0.012,66.7,2,4,2,3,4,3,2,2,1,4,5,0,5,0,0,Facebook,5,1,1,1,4,4,4,3,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1383,0.475443,0.680155189,"1,6",-4,5,3,3,3,2,4,3,3,1,0,3,0,-1,0,1,0,1,-1,1,0,50,1,1,0,5,1,1,1,0,-3,0,-3,3,7,0,4,-3,0,0,-3,-3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Druga lokacija
274,1,2,4,1,1,1,24,0.667,0.282,0.012,66.7,4,4,1,1,1,3,4,1,2,3,5,2,5,0,0,"TV,Online website stranice,Facebook",4,2,1,1,4,3,2,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.475443,0.680155189,"1,2,6",-2,4,2,2,3,2,4,2,4,3,-4,3,0,1,0,0,0,0,0,1,20,100,1,1,0,1,4,1,6,-3,-3,-3,0,1,6,-3,2,-3,3,1,-3,-3,-3,-3,2,0,-4,3,0,0,-3,-2,-3,-2,-1,-4,-2,-2,-2,-2,-2,-3,1,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Druga lokacija,Svejedno"
275,0,1,2,1,-2,1,49,0.034,0.01,0.935,93.5,4,4,0,1,1,2,2,1,1,2,0,0,5,0,0,"TV,Online website stranice,Facebook",5,1,1,2,4,3,3,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,508,0.124519,0.223859304,4,-3,3,2,2,1,1,4,2,2,3,-3,1,0,1,0,-1,0,0,0,1,50,50,1,1,1,2,2,2,6,-3,-3,-3,-3,1,5,3,7,0,3,1,-3,-3,-3,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Svejedno
276,1,1,2,0,3,1,28,0.034,0.01,0.935,93.5,4,4,1,2,2,3,2,3,2,4,5,0,5,0,0,Facebook,4,2,1,1,4,3,3,3,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.124519,0.223859304,"1,2,4",-2,4,3,2,1,3,4,3,3,4,-1,3,0,0,0,0,0,0,1,0,70,100,2,2,0,3,2,3,7,-1,0,0,-1,2,4,1,5,-1,2,3,0,-1,0,-3,-1,0,0,0,0,0,0,0,0,0,4,4,-3,3,4,-3,-3,-2,2,"Sarajevo, Banja Luka, Bijeljina"
277,0,2,2,0,1,1,28,0.034,0.01,0.935,93.5,4,4,2,2,3,3,2,2,2,4,5,0,5,0,0,"Novine (print),Online website stranice,Facebook",5,4,3,1,4,4,4,4,4,4,1,605,19,197,72.3046875,1.026472177,32.68503512,10.64289573,32.68503512,29,1196.5,623.5,72.2265625,1.56841536,64.71065441,33.72093023,64.71065441,231,0.124519,0.223859304,"4,5",-4,5,1,1,1,1,5,1,5,4,0,3,1,1,0,-1,1,1,1,1,83,100,2,4,1,5,5,5,6,0,0,0,0,3,7,3,7,3,0,0,0,0,0,1,-1,-3,-4,-4,-4,0,0,0,-4,4,-4,-4,4,-4,-4,0,4,4,-4,"Tuzla,Banja Luka,Bijeljina,Prijedor,Svejedno"
278,1,2,2,1,1,1,26,0.034,0.01,0.935,93.5,0,1,0,0,0,0,0,0,0,0,5,5,5,0,0,"Online website stranice,Facebook",5,2,3,4,4,4,4,4,4,4,4,2,0,2,50,0,18.18181818,18.18181818,18.18181818,0,5.5,4.5,45.45454545,0,55,45,NA,0,0.124519,0.223859304,"4,6",-4,5,1,1,1,1,5,2,5,1,-4,0,0,-1,0,-1,1,1,1,-1,100,100,1,5,4,5,3,3,1,-3,-3,-3,-3,1,1,-3,4,-3,3,3,3,3,3,3,3,-4,-4,-4,-4,-4,4,4,-4,4,-4,-4,4,-4,-4,-4,4,4,-4,"Sarajevo,Druga lokacija"
279,1,2,4,0,1,1,22,0.728,0.139,0.03,72.8,4,4,1,2,1,4,3,2,3,4,5,2,5,1,0,"TV,Facebook",5,2,2,1,4,4,3,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.449795,0.610589524,5,-3,3,4,3,2,3,4,4,3,3,-2,3,-1,-1,1,0,0,0,0,0,66,62,1,2,0,2,2,1,7,-3,-3,-3,-3,1,3,-3,7,-3,3,0,-3,-1,-1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tuzla
280,1,2,2,0,1,1,40,0.728,0.139,0.03,72.8,4,4,2,1,1,2,2,2,1,3,5,1,5,0,0,"Online website stranice,Facebook",5,0,1,1,4,3,4,3,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.449795,0.610589524,4,3,4,3,4,4,4,4,3,3,4,3,2,-1,1,0,1,0,1,-1,1,80,80,1,1,1,3,1,1,1,-3,-3,-3,-3,1,4,-3,7,-3,3,3,-3,-3,0,3,3,0,0,0,0,0,0,0,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,Tuzla
281,0,2,2,0,-2,1,24,0.728,0.139,0.03,72.8,4,4,2,2,1,3,4,2,1,3,5,0,4,0,0,"Online website stranice,Facebook",4,2,1,2,4,4,1,2,1,3,2,6,182,14,78.79746835,73.09236948,2.409638554,5.62248996,73.09236948,184.1666667,31.16666667,33.66666667,78.79746835,73.96251673,12.5167336,13.52074967,73.96251673,577,0.449795,0.610589524,"3,5",-2,4,4,4,4,2,4,1,4,3,-3,3,0,0,0,0,0,1,1,0,50,50,2,2,2,2,4,2,5,-3,-2,-1,3,2,4,3,7,3,0,1,-1,-1,-3,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tuzla,Druga lokacija"
282,1,2,5,1,1,1,28,0.728,0.139,0.03,72.8,4,4,2,1,2,2,3,1,1,4,5,0,5,0,0,"TV,Novine (print),Online website stranice,Facebook",4,2,1,1,4,4,3,4,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.449795,0.610589524,1,4,5,2,2,3,2,4,1,4,4,-4,2,-1,1,1,-1,-1,1,-1,0,16,27,1,2,0,2,3,1,3,-3,-3,-3,-3,1,7,0,4,0,3,3,3,-3,-3,0,1,4,4,4,4,4,-4,-4,4,-4,4,4,4,4,4,4,-4,1,1,Tuzla
283,0,1,2,1,1,1,20,0.728,0.139,0.03,72.8,2,3,0,2,2,3,1,2,2,3,5,0,5,0,0,"TV,Facebook",5,1,1,2,4,3,3,3,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.449795,0.610589524,1,-3,3,2,1,2,3,4,2,5,2,-3,1,0,1,0,1,0,0,0,1,78,52,1,3,1,4,5,3,3,-3,-3,-3,-3,1,4,3,4,-3,-3,0,-3,-3,-3,-3,0,0,0,0,2,0,-3,0,-3,4,4,0,0,-3,-3,0,-2,0,-3,Tuzla
284,0,2,2,0,0,1,25,0.728,0.139,0.03,72.8,4,4,1,2,1,2,4,1,1,4,5,0,5,0,0,Facebook,0,1,2,1,4,3,2,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237,0.449795,0.610589524,"4,5",-4,4,2,3,3,1,4,2,4,4,-4,2,1,1,1,0,0,0,0,1,100,100,1,2,1,1,3,2,7,-3,-3,-3,-1,0,7,3,7,3,3,3,-3,-3,-3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tuzla
285,0,1,4,1,1,1,40,0.728,0.139,0.03,72.8,4,3,2,2,1,3,4,4,3,0,0,0,1,0,0,"TV,Online website stranice,Facebook",5,2,2,1,4,4,4,3,3,2,4,4,332,6,87.25961538,91.4600551,1.101928375,1.652892562,91.4600551,334,14,14,87.01923077,92.26519337,3.867403315,3.867403315,92.26519337,442,0.449795,0.610589524,"3,4,5",3,5,2,1,3,1,4,1,5,4,1,2,1,0,0,1,1,1,1,1,94,97,1,2,1,2,2,3,5,-3,-2,-1,0,1,3,3,6,0,0,2,-1,-2,-3,-3,-1,0,0,1,-2,0,0,1,-1,0,-1,0,0,1,1,0,1,0,0,"Tuzla,Bijeljina,Prijedor,Tomislavgrad,Livno"
286,1,1,2,0,1,1,22,0.728,0.139,0.03,72.8,4,4,1,1,1,3,3,0,1,4,5,0,5,0,0,"Online website stranice,Facebook",2,1,1,1,4,3,2,2,4,4,3,19,88,48,82.62108262,30.34482759,6.551724138,16.55172414,30.34482759,91,91,108,82.62108262,31.37931034,31.37931034,37.24137931,37.24137931,0,0.449795,0.610589524,"1,2,6",-2,3,4,1,2,2,4,1,3,3,1,3,-1,1,1,1,0,0,1,1,70,70,1,2,1,2,3,2,6,3,-3,-3,-3,1,4,-1,4,-1,3,3,-3,-3,-3,-3,1,0,-4,4,2,-2,-3,-1,2,-3,2,-4,-2,-1,0,0,0,1,1,"Tuzla,Svejedno"
287,0,2,2,0,0,1,24,0.728,0.139,0.03,72.8,4,4,3,3,3,3,3,3,3,4,5,0,5,0,0,"TV,Online website stranice,Facebook",4,1,3,2,4,2,3,2,3,3,4,16,195,26,37.5,67.01030928,5.498281787,8.934707904,67.01030928,196,49.25,45.25,37.43556701,67.46987952,16.9535284,15.57659208,67.46987952,1135,0.449795,0.610589524,1,-4,5,1,1,1,3,5,1,4,3,-4,1,0,-1,0,1,1,0,1,0,100,87,1,2,2,3,4,2,7,-3,-3,-3,-3,2,4,3,4,3,3,3,-3,-3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tuzla
288,0,2,4,0,0,1,20,0.728,0.139,0.03,72.8,4,4,1,1,1,3,3,2,2,3,5,0,5,1,0,"TV,Online website stranice,Facebook",3,3,3,2,4,4,4,2,3,3,3,1,299,6,79.8488665,94.32176656,0.315457413,1.892744479,94.32176656,302,6,9,79.8488665,95.2681388,1.892744479,2.839116719,95.2681388,419,0.449795,0.610589524,4,3,4,1,1,2,2,4,2,4,4,-2,2,0,1,0,-1,0,0,1,0,83,91,2,3,2,3,4,4,7,-1,-1,1,3,5,5,3,7,3,2,2,0,1,-1,1,-1,0,-2,0,0,1,0,0,-2,0,-1,-2,-1,-1,-2,0,0,0,-2,"Sarajevo,Tuzla"
289,0,1,2,1,1,1,42,0.728,0.139,0.03,72.8,4,4,4,4,3,3,2,2,3,3,2,1,5,1,0,"Online website stranice,Facebook",5,3,2,1,4,4,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,848,0.449795,0.610589524,2,-2,4,2,1,2,2,4,1,4,4,-1,2,1,1,1,1,1,1,1,1,92,92,2,2,1,3,3,2,7,-3,-3,-3,2,4,6,2,7,-1,3,2,-2,-2,-2,-3,3,0,-3,0,0,0,0,3,0,3,0,0,0,0,-3,0,3,0,0,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Druga lokacija"
290,0,1,4,0,2,2,22,0.728,0.139,0.03,72.8,4,4,1,2,1,3,4,1,3,4,5,0,5,0,1,"TV,Online website stranice",5,3,1,1,4,3,4,1,1,2,4,0,102,3,88.33333333,96.22641509,0,2.830188679,96.22641509,102.5,0.5,3,88.33333333,96.69811321,0.471698113,2.830188679,96.69811321,549,0.449795,0.610589524,4,4,4,1,1,3,3,4,1,5,0,4,2,0,0,0,0,0,0,-1,1,100,100,1,1,0,1,1,1,6,-3,-3,-3,-3,0,4,3,7,0,3,3,-3,-3,-3,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zenica
291,0,1,2,0,2,2,25,0.728,0.139,0.03,72.8,4,4,1,1,1,3,3,1,1,3,5,0,5,0,0,Online website stranice,2,2,2,2,3,2,3,2,2,3,2,3,598,7,83.88814913,94.92063492,0.476190476,1.111111111,94.92063492,599.3333333,11.33333333,17.83333333,83.68841545,95.35932113,1.803235216,2.837443649,95.35932113,379,0.449795,0.610589524,"1,3,6",3,2,4,4,4,3,2,4,1,2,4,1,1,1,1,1,1,1,1,1,50,50,1,1,1,1,2,2,7,-3,-3,-3,2,1,7,3,7,2,3,3,-3,-3,-3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tuzla
292,1,1,4,1,2,2,39,0.728,0.139,0.03,72.8,4,4,1,2,1,3,3,3,2,3,4,0,5,0,0,"Online website stranice,Facebook",4,1,1,2,4,3,4,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.449795,0.610589524,5,-1,3,1,1,1,2,3,2,3,4,0,2,1,1,0,1,0,1,0,1,75,81,2,2,2,2,2,3,6,-2,-3,-2,-2,2,2,2,6,-1,3,3,-2,-1,-2,3,3,0,0,0,0,0,0,0,0,0,2,0,-2,2,2,-2,-2,-2,2,Svejedno
293,1,2,5,1,-1,2,46,0.728,0.139,0.03,72.8,4,4,2,1,1,2,4,2,2,3,5,0,3,0,0,Facebook,3,2,2,1,4,3,2,3,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.449795,0.610589524,"1,2,5,6",4,5,1,1,2,2,4,2,4,4,2,3,0,1,1,1,0,-1,1,1,88,100,2,2,1,2,4,2,1,-3,-2,-3,-3,1,7,-1,7,3,3,3,0,-1,2,1,-1,0,0,1,0,0,-2,-2,0,0,0,1,1,1,0,1,1,1,1,Svejedno
294,0,2,4,1,1,1,31,0.728,0.139,0.03,72.8,4,4,3,4,2,3,4,2,2,4,4,0,3,0,0,"Online website stranice,Facebook",5,2,1,1,4,3,0,2,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410,0.449795,0.610589524,5,2,3,3,3,4,2,2,2,3,4,0,3,0,1,0,0,1,0,1,1,50,50,1,2,1,2,4,1,7,-3,-3,-3,3,2,7,3,7,3,3,2,-3,-2,-3,-1,1,-2,-2,-2,-3,0,0,0,-3,0,-2,0,0,-2,-2,0,0,0,-2,Tuzla
295,0,2,2,0,0,1,23,0.728,0.139,0.03,72.8,4,4,1,3,1,2,3,2,1,3,5,0,3,0,0,Online website stranice,3,1,2,1,3,4,4,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,729,0.449795,0.610589524,5,1,4,2,3,4,2,3,2,2,4,0,1,0,1,0,1,0,0,1,1,100,51,1,2,1,2,4,2,7,-3,-3,-2,0,0,7,1,7,0,0,2,-3,-1,-2,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Svejedno"
296,0,1,5,0,2,1,62,0.728,0.139,0.03,72.8,4,3,2,2,2,2,2,2,1,2,3,0,2,1,0,TV,4,2,1,1,3,3,1,3,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1560,0.449795,0.610589524,"1,2,3,4",-4,4,2,1,2,1,4,1,4,3,-3,2,0,0,1,1,0,1,1,1,93,93,1,1,1,1,2,1,6,-3,-3,-3,3,1,2,1,7,2,2,2,-2,-2,-2,-2,1,0,0,1,1,-1,0,0,0,-1,0,1,-1,1,1,-1,-1,-1,3,"Tuzla,Prijedor,Livno"
297,0,1,2,0,1,1,19,0.728,0.139,0.03,72.8,4,4,2,2,2,4,4,2,2,4,5,0,5,0,1,"TV,Online website stranice,Facebook",5,2,1,1,4,4,0,2,1,3,2,18,160,34,52.61121857,58.82352941,6.617647059,12.5,58.82352941,161.8333333,55.08333333,54.08333333,52.41779497,59.71709717,20.32595326,19.95694957,59.71709717,NA,0.449795,0.610589524,"2,6",2,4,1,1,1,2,4,1,3,3,-3,3,0,1,0,1,0,0,0,1,90,90,3,3,1,4,4,3,4,-2,-3,-3,-2,6,4,0,4,0,2,2,-1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sarajevo,Zenica,Prijedor,Livno,Druga lokacija"
298,0,1,2,0,1,1,25,0.728,0.139,0.03,72.8,4,4,1,2,1,4,2,1,4,4,0,0,5,0,0,Facebook,4,2,3,1,3,4,2,3,4,4,3,3,136,5,87.57062147,87.74193548,1.935483871,3.225806452,87.74193548,136,8,10.5,87.28813559,88.02588997,5.177993528,6.796116505,88.02588997,953,0.449795,0.610589524,3,0,2,4,3,1,4,3,2,2,2,4,3,-1,1,0,1,1,1,1,1,50,90,3,2,0,1,1,4,7,0,-3,-3,2,3,1,3,6,2,1,3,2,1,0,-3,2,-4,-3,-2,-1,-2,-4,0,1,-4,3,2,-4,3,2,-1,-4,-4,4,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno"
299,1,1,4,0,0,1,26,0.613,0.317,0.021,61.3,4,4,2,0,2,2,4,4,1,2,2,0,1,0,0,"Online website stranice,Facebook",5,4,3,2,4,4,4,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.523301,0.745310731,"1,4",2,4,3,3,3,3,4,3,4,4,0,1,0,0,0,0,0,-1,0,0,70,70,3,2,1,1,3,2,6,-3,-3,-3,-3,1,4,-3,4,3,3,3,0,0,0,-3,0,0,0,-4,-3,0,-4,-4,-3,-4,0,0,0,0,0,0,0,0,0,Svejedno
300,0,1,4,1,2,2,31,0.806,0.016,4.00E-04,80.6,4,4,4,4,4,4,4,4,3,4,5,0,3,0,0,"TV,Online website stranice,Facebook",4,2,2,1,4,1,2,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,0.35010784,0.243123542,"1,2,3,4,6",-2,3,4,3,5,4,3,4,3,4,2,3,1,0,1,1,-1,-1,1,1,0,51,1,1,1,2,1,1,6,-3,-3,-3,0,1,4,3,4,-3,3,1,-3,-3,-3,-3,3,4,4,2,2,-4,-4,-2,-1,-4,4,-4,-4,4,4,-4,-4,-4,4,"Zenica,Tuzla,Prijedor,Druga lokacija,Svejedno"
301,0,2,2,0,-1,1,21,0.919,0.014,0.007,91.9,4,4,2,2,2,4,4,2,1,4,5,0,4,0,0,"TV,Online website stranice,Facebook",2,1,1,2,4,3,4,2,4,2,4,3,598,7,83.88814913,94.92063492,0.476190476,1.111111111,94.92063492,599.3333333,11.33333333,17.83333333,83.68841545,95.35932113,1.803235216,2.837443649,95.35932113,99,0.155194,0.172121842,"1,3,4",-2,4,1,1,3,1,4,1,4,4,-3,1,0,1,0,1,0,0,1,1,17,87,1,3,2,4,4,4,5,-3,-2,-2,3,2,5,1,6,3,3,1,-3,-3,-2,-3,1,0,-3,0,0,0,0,0,0,0,1,-4,-1,0,0,-1,0,-2,0,Svejedno
302,0,2,4,0,1,1,23,0.919,0.014,0.007,91.9,4,4,0,3,1,3,3,3,1,4,0,0,5,0,0,Online website stranice,1,1,1,1,4,3,4,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,0.155194,0.172121842,"4,5",-3,4,2,2,1,2,4,1,5,3,0,1,0,0,0,0,0,1,1,0,85,98,2,2,1,3,3,3,6,-2,-2,-3,0,3,7,2,7,3,3,3,-1,0,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Druga lokacija,Svejedno"
303,1,2,2,1,1,1,19,0.919,0.014,0.007,91.9,4,4,1,2,1,3,3,0,0,2,5,4,5,0,0,"TV,Online website stranice",5,2,1,1,4,4,2,1,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.155194,0.172121842,"1,3,4",1,3,3,3,3,3,3,2,3,4,4,1,1,-1,0,0,-1,1,1,-1,50,61,1,2,1,3,1,1,7,-2,-3,-3,-2,4,4,-2,3,-1,2,3,-3,-3,-2,-2,-2,-1,-1,1,2,2,2,3,2,0,2,1,1,1,1,1,1,1,1,Svejedno
304,1,2,3,0,1,1,23,0.919,0.014,0.007,91.9,4,4,1,1,1,3,3,1,2,2,5,3,4,0,0,"TV,Online website stranice,Facebook",1,1,1,1,4,4,3,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.155194,0.172121842,"1,4,5",3,4,2,3,2,1,4,2,4,4,-2,1,0,0,0,1,-1,0,0,1,50,50,1,2,1,1,2,2,7,-3,-3,-3,-2,1,1,-3,4,-1,3,3,-3,-3,0,0,3,0,-3,0,1,0,-1,-1,0,0,2,3,-1,2,3,2,-2,-2,3,"Sarajevo,Zenica"
305,0,2,4,0,2,2,22,0.919,0.014,0.007,91.9,4,4,2,2,2,4,1,2,1,4,5,0,4,0,0,"Online website stranice,Facebook",4,2,2,1,4,4,4,4,3,3,4,7,1503,27,81.61458333,95.9157626,0.446713465,1.723037652,95.9157626,1502.166667,23.66666667,38.66666667,81.484375,96.01576649,1.512730372,2.471503143,96.01576649,574,0.155194,0.172121842,5,-4,4,2,1,2,3,4,1,3,4,-1,2,-1,1,0,1,0,0,1,1,94,100,1,2,1,2,2,2,6,3,-3,-3,2,2,7,2,7,2,3,2,1,-3,-2,-1,-1,0,0,4,3,-3,-4,-4,-3,-3,0,-2,-4,0,-3,-4,-4,-3,4,"Sarajevo,Zenica"
306,0,2,2,0,1,1,24,0.407,0.555,0.013,55.5,4,4,2,3,3,3,4,1,4,4,5,1,5,1,0,"TV,Online website stranice,Facebook",4,2,2,1,4,3,3,1,3,2,2,5,537,12,85.0658858,92.42685026,0.860585198,2.065404475,92.42685026,534,18,25,84.48023426,92.54766031,3.119584055,4.332755633,92.54766031,501,0.526157,0.749102786,"1,4",2,3,5,3,5,1,3,3,2,4,0,3,0,-1,0,-1,1,1,1,1,8,55,3,1,1,2,1,1,6,-3,-3,-3,-2,0,5,-1,7,2,3,3,-3,-3,-3,-3,3,0,4,0,0,0,0,0,0,0,0,-4,-1,1,0,0,0,2,2,"Sarajevo,Zenica,Tuzla"
307,0,2,4,0,1,1,35,0.328,0.003,0.662,66.2,4,4,0,0,1,2,2,2,1,4,1,0,3,0,0,"TV,Online website stranice,Facebook",4,1,1,3,4,3,3,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351,0.454163,0.656130894,"1,4",-3,3,1,2,3,3,4,3,4,4,0,2,1,-1,0,1,0,0,0,0,21,80,1,2,1,2,2,1,5,-3,-3,-3,-1,1,2,1,4,-1,3,3,-1,-1,2,0,2,0,-3,1,-1,0,0,1,-1,-4,2,-4,-4,1,1,-4,-4,-1,2,"Doboj,Banja Luka"
308,0,1,4,1,1,1,24,0.91,0.033,0.016,91,4,4,0,0,0,2,4,0,1,3,5,0,5,0,0,Online website stranice,4,4,2,2,3,4,2,2,4,4,4,0,77,3,80.55555556,88.50574713,0,3.448275862,88.50574713,78,3,6,80.55555556,89.65517241,3.448275862,6.896551724,89.65517241,129,0.170555,0.264556558,1,-4,4,1,2,2,3,4,2,4,2,-3,1,1,1,0,1,0,1,1,1,72,82,2,2,1,3,2,1,7,-2,-3,-3,3,2,1,3,6,3,2,2,3,1,-1,-3,-1,0,3,3,0,0,0,0,0,0,-1,-4,0,0,0,0,-2,0,1,"Sarajevo,Zenica,Doboj,Tuzla,Livno"
