code,attrition,treatment,gender,educ,employ1,ethn,entity,age,bosniak,croat,serb,time_usage,freq_usage,act_1,act_2,act_3,act_4,act_5,act_6,act_7,act_8,othersm_1,othersm_2,othersm_3,othersm_4,othersm_5,freq_news,politics_int,numb_forums,trust_media.1,imp_family,imp_career,imp_relg,imp_neigh,imp_ethn,imp_hobby,imp_cntry,matched_percentage.3,percentage_bosniak.3,percentage_serbian.3,percentage_croatian.3,largest_majority_online,fractionalization_offline_index,shannon_offline,activ,satisf,depression,loneliness,nerv,boredom,joy,isol,fulf,no_friends,freq_fbnews,fbnews_st1,fbnews_st2,fbnews_st3,fbnews_st4,fbnews_st5,fbnews_st6,fbnews_st7,fbnews_st8,outfeel_therm,infeel_therm,trust_pol,trust_inst,trust_media,trust_police,trust_ngo,trust_relg,sd,agr_st1,agr_st2,agr_st3,agr_st4,trust_gov,agr_st5,agr_st6,agr_st7,agr_st8,agr_st9,agr_st10,agr_st11,agr_st12,agr_st13,agr_st14,agr_st15,oth_honest,oth_patriot,oth_broadv,oth_gener,oth_hyp,oth_self,oth_unreliab,oth_intel,oth_evil,in_honest,in_patriot,in_evil,in_broadv,in_gener,in_hyp,in_self,in_unreliab,in_intel,donation,online_data
204,0,1,2,4,1,3,1,28,0.66763052,0.20304772,0.0416,4,4,1,2,1,3,3,1,1,4,5,1,5,0,0,5,1,1,1,4,2,2,2,2,3,2,NA,NA,NA,NA,NA,0.511310552,0.725731858,"1,2,4",4,2,2,2,3,4,2,3,3,2,0,0,0,-1,0,0,0,1,82,85,2,1,1,2,2,1,7,-3,-3,-3,-3,0,4,-2,4,-2,0,2,-3,-3,-2,0,3,4,0,0,0,0,-4,-4,2,-1,0,-1,-1,-1,-2,0,0,0,0,"Sarajevo,Prijedor,Druga lokacija",0
205,0,1,2,2,0,0,1,20,0.66763052,0.20304772,0.0416,4,4,0,1,0,2,4,1,2,4,5,1,5,0,0,5,2,1,2,4,2,4,1,1,2,2,90,93.05555556,3.472222222,3.472222222,93.05555556,0.511310552,0.725731858,"2,4,5",5,2,2,1,2,4,2,5,1,2,0,0,0,1,-1,0,0,0,75,95,1,2,2,4,4,4,5,-3,-3,-3,-2,4,2,2,7,2,1,1,-1,-1,-3,1,-1,0,-3,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Svejedno",1
206,0,1,2,2,0,1,1,20,0.66763052,0.20304772,0.0416,4,4,0,2,0,4,3,3,0,4,5,0,4,0,0,5,1,1,2,4,4,1,2,1,3,3,77.47126437,85.48466864,6.033630069,8.481701286,85.48466864,0.511310552,0.725731858,"1,4,5",4,1,1,2,2,4,1,4,3,1,0,1,1,1,-1,1,1,-1,92,84,2,2,2,3,2,3,7,-2,-3,-3,-3,1,4,-1,4,-1,0,2,0,0,-1,0,2,0,-2,2,2,1,-2,-2,0,2,-2,-2,0,-1,-4,-2,2,2,-2,"Sarajevo,Zenica,Tuzla,Livno",1
207,0,1,2,5,0,3,1,27,0.66763052,0.20304772,0.0416,4,4,2,2,3,4,4,2,2,4,4,0,5,0,0,1,1,1,0,4,3,0,1,0,3,2,NA,NA,NA,NA,NA,0.511310552,0.725731858,1,3,2,2,4,3,3,2,2,2,3,0,1,0,1,0,0,0,0,92,92,1,1,0,1,1,1,7,-3,-3,-3,-2,0,7,0,7,0,3,3,-3,-3,-3,-3,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Svejedno,0
208,0,1,2,4,1,2,2,25,0.66763052,0.20304772,0.0416,4,4,1,3,3,4,4,4,4,3,5,3,5,0,0,5,2,1,1,4,4,1,2,0,3,0,78.26199072,57.00164745,22.25700165,20.74135091,57.00164745,0.511310552,0.725731858,"1,6",4,2,1,1,1,4,1,4,0,2,1,-1,1,1,1,-1,0,1,98,73,1,2,1,2,1,1,7,-3,-3,-3,-3,0,1,-3,7,0,3,3,3,0,-3,3,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,"Sarajevo,Tomislavgrad",1
209,0,1,1,2,1,0,1,22,0.66763052,0.20304772,0.0416,4,3,1,2,2,3,3,1,3,4,5,4,5,0,0,0,0,2,2,4,4,0,3,1,4,4,NA,NA,NA,NA,NA,0.511310552,0.725731858,"1,2,3",3,1,1,1,1,3,1,2,4,2,0,-1,0,1,0,0,0,1,81,66,2,2,4,3,3,1,7,-3,-3,3,-3,0,4,1,4,0,0,3,2,0,-1,0,-1,-4,0,-4,-4,0,4,0,0,0,-2,-3,0,0,0,0,0,0,0,"Sarajevo,Livno",0
210,0,1,1,2,1,1,1,26,0.66763052,0.20304772,0.0416,4,4,1,1,1,1,3,1,1,3,2,0,5,0,1,2,3,2,0,3,3,1,2,0,2,2,NA,NA,NA,NA,NA,0.511310552,0.725731858,"1,2,4",4,3,2,2,2,3,2,4,4,2,-1,0,1,1,0,0,0,1,80,90,1,1,1,1,1,1,6,-2,-2,-2,1,2,6,0,7,-2,2,2,0,-2,-2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Druga lokacija,Svejedno",0
211,0,0,2,4,1,0,1,40,0.66763052,0.20304772,0.0416,4,4,2,3,2,3,3,1,1,2,4,0,1,0,0,4,1,1,1,4,4,2,2,2,2,3,NA,NA,NA,NA,NA,0.511310552,0.725731858,4,4,3,1,4,2,4,1,4,3,1,0,1,0,1,0,1,0,1,90,90,1,2,1,2,3,3,6,-3,-3,-3,1,0,7,3,7,3,0,3,-3,-3,1,-3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zenica,0
212,0,0,2,3,1,1,1,37,0.66763052,0.20304772,0.0416,4,4,3,1,3,3,4,1,0,4,5,1,3,1,0,5,4,3,1,4,4,1,4,4,4,4,NA,NA,NA,NA,NA,0.511310552,0.725731858,"1,5,6",4,1,1,3,1,4,1,4,4,2,1,-1,0,1,1,1,-1,1,100,100,2,2,1,3,2,1,7,-2,-2,-3,-1,1,7,3,7,3,3,3,-3,-3,-2,3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno",0
213,0,1,2,2,0,2,2,25,0.66763052,0.20304772,0.0416,4,4,2,3,3,4,3,2,3,4,0,0,5,0,0,5,2,2,1,4,2,2,2,0,2,2,NA,NA,NA,NA,NA,0.511310552,0.725731858,"1,4",4,1,4,4,3,4,3,3,3,3,0,1,1,-1,1,0,0,0,100,100,1,1,1,1,4,1,5,-3,-3,-3,1,1,4,-3,7,3,0,0,-3,-3,-3,-3,3,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tuzla,0
214,0,1,2,4,1,2,2,25,0.66763052,0.20304772,0.0416,4,4,1,1,4,4,2,1,2,4,5,3,5,0,1,5,1,2,1,4,4,2,1,2,3,2,84.50905624,87.57285204,4.493325813,7.933822147,87.57285204,0.511310552,0.725731858,1,3,1,3,3,3,4,2,3,4,3,0,-1,1,1,0,0,1,0,60,95,2,2,0,3,2,2,6,-2,-3,-3,0,2,4,2,6,0,1,2,-2,-2,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,-3,2,1,2,2,3,0,"Sarajevo,Tuzla,Bijeljina,Livno",1
215,0,0,2,2,0,2,2,25,0.66763052,0.20304772,0.0416,4,4,2,2,2,3,2,2,2,3,5,2,3,1,0,5,2,2,1,4,3,3,2,3,3,2,NA,NA,NA,NA,NA,0.511310552,0.725731858,1,4,3,2,2,2,4,1,4,3,2,-1,0,0,1,0,1,0,1,90,90,2,2,1,3,3,2,6,-3,-3,-3,-3,0,4,-2,7,-1,3,3,-3,-3,-3,-3,0,-3,-4,-2,-2,0,0,0,0,0,4,2,0,0,0,0,0,0,0,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno",0
216,0,1,2,2,1,3,1,24,0.66763052,0.20304772,0.0416,4,4,2,3,1,2,3,2,4,4,5,0,5,1,0,5,3,1,1,4,4,1,1,1,4,3,NA,NA,NA,NA,NA,0.511310552,0.725731858,"1,4,5",5,2,2,3,1,4,1,4,3,1,0,1,0,1,0,0,1,1,95,95,1,2,1,3,3,1,7,-3,-3,-3,0,1,6,3,7,0,3,3,-3,-3,-1,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Svejedno",0
217,0,1,2,2,1,2,2,43,0.66763052,0.20304772,0.0416,4,4,3,2,2,4,4,1,1,3,1,0,1,1,1,5,1,2,1,4,4,0,4,0,4,4,NA,NA,NA,NA,NA,0.511310552,0.725731858,"4,5",5,2,1,2,2,4,2,5,0,3,0,0,0,1,0,0,0,1,100,30,2,1,1,1,2,1,1,-3,0,-3,0,1,4,0,4,2,3,3,-3,-2,-3,3,3,3,-4,-4,-4,1,0,3,-4,0,-3,-4,0,-4,-4,2,0,0,-4,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno",0
218,0,0,2,2,0,2,2,20,0.66763052,0.20304772,0.0416,4,4,1,3,2,3,1,3,2,4,5,2,5,0,0,2,0,1,1,4,4,4,2,3,2,3,73.05909618,3.885804917,57.17684377,38.93735131,57.17684377,0.511310552,0.725731858,"1,2,6",3,2,5,4,4,3,4,3,4,2,0,1,1,1,0,1,1,1,60,95,1,2,1,2,3,3,6,-3,-3,-3,-3,0,4,-1,5,-3,3,3,-3,-3,-3,-3,3,0,4,0,0,0,0,0,0,0,-2,-2,-1,1,-3,0,0,0,2,"Sarajevo,Zenica,Svejedno",1
219,0,1,2,2,0,1,1,35,0.66763052,0.20304772,0.0416,4,4,1,2,2,2,4,2,2,3,4,0,5,0,0,1,1,2,1,4,2,0,2,0,3,3,79.8488665,95.2681388,1.892744479,2.839116719,95.2681388,0.511310552,0.725731858,"4,5",5,1,1,3,2,5,1,4,2,1,1,-1,-1,1,0,1,1,1,67,77,2,2,2,2,3,1,7,-3,-3,-3,-3,2,7,-3,7,1,2,2,-1,-1,-1,-3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Svejedno",1
220,0,1,2,2,0,1,1,22,0.66763052,0.20304772,0.0416,4,2,0,2,1,2,3,2,1,4,5,0,5,0,0,2,1,1,1,4,3,3,2,2,4,3,NA,NA,NA,NA,NA,0.511310552,0.725731858,5,2,4,4,5,1,2,4,1,0,1,0,1,1,1,-1,1,1,1,60,95,1,2,1,3,3,2,6,-3,-3,-3,1,1,7,3,7,3,3,3,-3,-3,-3,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Svejedno,0
221,0,0,2,4,0,1,1,23,0.66763052,0.20304772,0.0416,4,4,1,2,1,4,3,2,2,2,5,4,5,0,0,4,1,1,1,4,3,3,1,2,2,3,NA,NA,NA,NA,NA,0.511310552,0.725731858,"1,3",4,3,3,3,4,3,3,3,2,3,0,1,0,1,0,-1,0,1,82,84,1,1,1,2,3,2,6,-3,-3,-3,-1,0,4,-3,4,-1,3,3,-3,-3,-3,-3,0,0,-1,1,-2,0,0,0,0,0,0,-1,0,0,-3,0,0,0,0,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno",0
222,0,1,1,2,0,1,1,23,0.66763052,0.20304772,0.0416,4,4,2,2,2,3,4,2,2,3,5,0,5,1,0,5,2,2,1,3,2,4,1,3,4,4,NA,NA,NA,NA,NA,0.511310552,0.725731858,"1,3,4,6",3,4,3,4,3,5,3,3,3,2,1,1,0,1,0,0,0,1,83,100,1,2,1,2,3,3,7,-3,-3,-3,-2,2,2,-3,4,-3,3,3,-3,-3,-3,0,3,0,-2,4,1,0,2,0,0,0,4,0,2,1,0,0,1,1,0,Sarajevo,0
223,0,0,2,4,0,1,1,23,0.66763052,0.20304772,0.0416,2,4,1,1,3,4,3,2,2,4,5,5,5,0,0,4,2,1,1,4,4,3,4,4,3,3,84.39716312,88.23529412,1.680672269,10.08403361,88.23529412,0.511310552,0.725731858,"4,6",3,2,3,3,1,3,2,3,1,2,1,1,0,1,1,0,0,1,95,100,1,1,0,1,2,1,7,-3,-3,-3,-3,1,5,1,7,3,3,3,-3,-3,-3,2,-1,4,4,4,4,3,-4,-4,4,0,0,3,0,4,4,4,-2,-4,4,"Sarajevo,Banja Luka,Livno",1
224,0,0,1,4,1,1,1,26,0.66763052,0.20304772,0.0416,4,3,2,2,2,3,3,3,2,3,2,1,4,1,0,4,2,1,1,4,4,4,4,4,2,4,80.3030303,94.33962264,1.986097319,3.67428004,94.33962264,0.511310552,0.725731858,4,5,2,2,3,2,4,3,4,3,2,0,1,0,1,-1,1,-1,1,25,90,2,3,2,4,3,3,6,-1,1,1,2,5,3,-1,6,3,3,1,-2,1,1,-3,3,0,4,-1,0,-2,2,0,2,0,1,-4,-4,1,-3,3,-2,-4,2,"Tuzla,Prijedor,Druga lokacija",1
225,0,0,2,2,1,1,1,26,0.66763052,0.20304772,0.0416,4,4,1,1,2,2,3,3,0,2,5,0,5,0,0,4,1,1,1,4,4,4,2,2,3,3,NA,NA,NA,NA,NA,0.511310552,0.725731858,5,3,1,2,4,4,3,2,3,2,1,-1,-1,-1,1,0,0,0,1,90,96,1,1,1,1,3,1,6,-3,-3,-3,-3,0,6,3,7,2,3,3,-2,-3,-3,-3,3,-4,0,-3,-4,0,4,4,-4,0,4,4,-2,-2,-1,0,-1,-1,-2,Svejedno,0
226,0,1,2,5,1,0,1,27,0.66763052,0.20304772,0.0416,4,4,2,2,2,4,4,2,1,4,1,0,5,0,0,4,1,1,2,4,4,1,1,0,4,2,38.62011439,69.22760465,15.69474442,15.07765093,69.22760465,0.511310552,0.725731858,"3,6",3,1,1,1,3,4,2,4,4,2,1,1,1,-1,1,1,1,1,100,100,2,3,1,3,3,2,7,-3,-3,-3,0,4,4,2,4,3,0,0,0,0,0,3,3,4,0,4,4,0,-3,-3,0,0,4,0,0,0,0,0,0,0,0,Svejedno,1
227,0,0,2,4,0,1,1,23,0.66763052,0.20304772,0.0416,4,4,1,2,1,3,3,1,2,4,5,4,5,0,0,2,1,1,1,4,4,4,1,3,3,4,NA,NA,NA,NA,NA,0.511310552,0.725731858,"1,4",4,1,2,3,3,4,4,4,3,2,-1,1,-1,1,0,1,0,1,70,70,2,3,2,3,2,2,5,-3,-3,-3,-3,2,4,3,6,0,3,3,-2,-2,-3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Svejedno,0
228,0,0,2,4,0,1,1,27,0.66763052,0.20304772,0.0416,4,4,2,1,1,4,1,3,3,4,5,0,5,0,0,3,1,2,1,4,3,3,2,2,3,2,NA,NA,NA,NA,NA,0.511310552,0.725731858,5,4,1,1,2,3,4,2,4,4,1,0,0,0,1,0,0,0,1,60,80,1,2,1,2,2,2,7,-2,-2,-1,-1,4,6,-3,7,1,2,3,-2,-2,0,-2,-1,-2,-1,-1,-1,2,1,2,-3,2,-2,-1,1,1,-2,2,-1,2,-3,Svejedno,0
229,0,1,2,2,0,-1,1,20,0.66763052,0.20304772,0.0416,4,4,1,3,1,4,4,2,2,4,5,5,5,0,0,2,3,3,0,4,4,2,4,0,2,3,NA,NA,NA,NA,NA,0.511310552,0.725731858,"1,3,4",5,2,2,2,3,4,2,4,4,3,1,-1,1,1,0,0,1,0,80,100,1,1,0,1,1,1,7,-3,-3,-3,-3,0,7,-1,7,-3,3,3,0,0,-3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno",0
230,0,1,2,4,1,3,1,46,0.66763052,0.20304772,0.0416,4,3,1,2,3,4,3,2,2,3,2,0,2,0,0,3,1,1,1,4,4,4,3,3,4,4,NA,NA,NA,NA,NA,0.511310552,0.725731858,"1,4,5",5,1,1,1,1,4,1,5,3,3,0,0,0,1,0,0,0,1,80,70,1,2,1,3,1,2,6,-3,-3,-3,-2,1,1,3,7,2,3,3,-1,0,0,-1,-1,-3,-2,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Sarajevo,Druga lokacija",0
231,0,0,2,4,1,0,1,28,0.66763052,0.20304772,0.0416,4,4,1,2,3,3,1,3,1,3,4,0,4,0,0,1,2,1,2,4,3,2,2,3,3,3,NA,NA,NA,NA,NA,0.511310552,0.725731858,"1,3,5",5,1,1,3,3,4,2,4,3,1,0,1,0,-1,0,1,-1,1,52,73,1,1,2,1,1,1,4,-3,-3,-3,-2,1,1,-1,7,2,3,1,-3,-3,-3,-1,3,0,0,0,0,-1,-1,-4,-4,-3,4,1,1,1,0,0,0,-2,-3,"Sarajevo,Tuzla,Banja Luka",0
232,0,1,2,2,0,-1,1,28,0.66763052,0.20304772,0.0416,4,4,2,2,3,4,3,2,2,4,5,1,4,0,0,2,2,2,2,4,4,4,4,4,3,4,NA,NA,NA,NA,NA,0.511310552,0.725731858,1,2,1,1,1,1,4,1,5,4,1,-1,0,0,1,-1,0,0,0,78,96,1,2,2,4,3,2,7,-3,-3,-3,-3,1,1,0,4,-3,3,3,3,-2,-3,1,3,-2,-1,0,-2,0,0,0,-4,0,-4,0,4,2,3,0,0,0,-4,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Svejedno",0
233,0,0,2,2,0,1,1,20,0.66763052,0.20304772,0.0416,4,4,1,3,1,4,2,2,3,4,5,5,5,1,0,4,1,2,2,4,4,4,3,3,2,4,NA,NA,NA,NA,NA,0.511310552,0.725731858,"1,3",3,2,1,3,2,4,2,4,4,2,0,1,0,1,0,0,1,1,76,89,2,2,1,1,1,2,6,-3,-3,-3,-2,2,4,-3,4,-3,1,3,-3,-3,-3,-3,3,0,0,-1,2,0,-2,-3,0,-2,4,0,-2,2,2,2,-2,-2,-2,Sarajevo,0
234,0,1,2,2,1,1,1,23,0.66763052,0.20304772,0.0416,4,4,1,3,1,4,4,4,4,4,5,5,5,0,0,5,1,3,1,4,3,1,3,0,4,2,NA,NA,NA,NA,NA,0.511310552,0.725731858,1,4,2,2,2,3,4,2,4,2,3,0,0,0,1,0,-1,1,0,50,100,1,2,2,1,2,1,7,-3,-3,-3,0,1,1,-3,4,-3,3,3,-3,-3,-3,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sarajevo,Tuzla,Prijedor",0
235,0,0,1,2,0,1,1,19,0.66763052,0.20304772,0.0416,4,4,0,1,0,3,4,1,1,3,5,5,5,0,0,5,2,2,2,4,3,3,3,3,3,3,NA,NA,NA,NA,NA,0.511310552,0.725731858,"1,2,6",3,2,2,3,4,3,2,2,4,2,1,0,1,1,1,0,1,1,77,88,2,3,1,3,3,3,7,-2,-2,-3,-2,4,2,0,3,-1,3,3,-2,-1,-1,0,3,-1,-1,-1,-2,-1,-1,0,0,0,-1,-1,0,-2,-2,0,0,1,-2,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno",0
236,0,0,2,3,0,3,1,27,0.66763052,0.20304772,0.0416,4,4,2,3,2,3,2,2,1,1,5,4,5,0,0,4,2,1,1,4,2,2,2,0,3,4,69.70243463,86.05002156,7.136696852,6.813281587,86.05002156,0.511310552,0.725731858,4,4,3,3,2,3,4,1,4,4,2,0,-1,0,1,0,0,1,1,90,80,1,1,2,3,1,3,6,-3,-3,-3,0,1,4,-3,7,-3,2,1,-3,0,-1,1,3,-1,-4,2,0,0,-4,4,0,-1,4,-1,-1,0,1,0,-1,-4,1,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno",1
237,0,1,2,5,1,1,1,27,0.66763052,0.20304772,0.0416,4,4,1,2,3,4,2,2,2,4,5,0,5,0,0,1,0,1,1,4,4,2,2,2,4,3,84.58005249,90.56115852,3.439358676,5.999482803,90.56115852,0.511310552,0.725731858,4,3,3,2,2,1,3,1,3,4,1,0,0,0,0,0,0,1,1,50,71,1,2,1,2,3,1,6,-3,-3,-3,-1,1,1,0,7,3,3,3,-3,-2,-3,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Druga lokacija,Svejedno",1
238,0,0,2,2,0,0,1,24,0.66763052,0.20304772,0.0416,4,4,0,0,2,2,3,1,1,1,0,0,5,0,0,3,1,1,1,4,4,1,2,1,3,2,NA,NA,NA,NA,NA,0.511310552,0.725731858,"4,5",2,4,4,3,4,2,4,2,3,1,0,1,0,1,0,0,0,1,85,90,1,2,0,2,2,2,7,-3,-3,-2,0,2,5,2,7,0,0,3,-2,-2,-1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Svejedno,0
239,0,0,2,2,0,1,1,19,0.66763052,0.20304772,0.0416,4,4,1,2,1,3,1,2,2,3,0,0,3,0,0,4,1,1,1,4,3,3,2,3,3,3,NA,NA,NA,NA,NA,0.511310552,0.725731858,5,3,3,4,4,3,4,3,3,3,1,0,0,0,1,0,0,0,0,70,80,1,2,2,3,2,2,6,-3,-3,-3,-1,1,4,-3,6,0,3,3,-2,-1,-1,0,3,0,-1,-1,-3,0,0,0,0,0,-1,-2,0,0,0,0,0,0,0,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Svejedno",0
240,0,1,1,4,0,0,1,22,0.66763052,0.20304772,0.0416,4,4,2,2,2,1,1,0,0,3,5,0,5,0,0,5,4,3,0,4,2,3,2,4,4,4,NA,NA,NA,NA,NA,0.511310552,0.725731858,"1,2,4",5,1,1,1,3,5,1,4,4,0,0,0,0,0,0,0,0,0,50,50,2,2,0,2,4,2,7,-1,-3,-3,3,2,7,3,7,3,3,3,-3,-2,-3,3,3,0,0,0,0,0,-1,-1,-4,0,4,3,-4,4,0,0,-4,-4,4,Svejedno,0
241,0,1,1,5,1,0,1,25,0.66763052,0.20304772,0.0416,4,4,1,2,1,3,2,2,2,4,5,0,4,1,0,5,2,0,1,2,3,1,4,3,3,4,NA,NA,NA,NA,NA,0.511310552,0.725731858,"1,6",4,2,2,3,2,2,2,3,4,2,1,1,0,1,1,-1,1,1,74,65,2,2,2,3,2,3,5,-2,-3,-3,-1,5,6,-1,7,1,2,1,-1,-2,0,-2,1,0,0,0,0,0,0,0,0,0,0,2,-2,-1,2,0,-3,-2,-1,"Zenica,Doboj,Prijedor,Tomislavgrad",0
242,0,1,1,4,1,1,1,27,0.66763052,0.20304772,0.0416,4,3,0,1,1,2,1,2,1,2,3,0,5,0,0,4,2,1,1,4,3,3,3,3,2,3,NA,NA,NA,NA,NA,0.511310552,0.725731858,2,4,2,2,3,3,4,2,3,4,2,1,-1,0,1,0,-1,1,1,100,100,1,1,0,2,3,3,7,-3,-3,-3,-2,1,4,3,7,0,3,3,0,-1,-1,0,3,0,0,-2,-2,0,2,2,-3,2,-2,0,-2,-2,-2,0,0,2,-2,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Druga lokacija",0
243,0,1,2,4,0,1,1,36,0.66763052,0.20304772,0.0416,4,4,2,1,2,3,3,1,3,4,4,2,2,0,0,4,1,1,1,4,1,1,1,3,1,2,53.87596899,32.01438849,36.69064748,31.29496403,36.69064748,0.511310552,0.725731858,"1,3,4,6",3,2,2,2,4,2,2,3,3,2,0,0,0,1,-1,0,0,1,51,50,1,1,1,2,3,2,7,-3,-3,-3,-2,1,2,-2,7,0,3,1,-3,-3,-3,-2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sarajevo,Druga lokacija",1
244,0,1,1,4,0,1,1,24,0.66763052,0.20304772,0.0416,4,4,1,0,0,1,4,0,0,4,5,0,5,0,0,2,4,2,1,4,4,4,3,3,2,3,NA,NA,NA,NA,NA,0.511310552,0.725731858,1,2,1,2,2,4,2,2,2,4,1,0,1,1,1,1,0,1,1,30,90,1,1,1,2,3,2,4,-3,-3,-3,-2,3,3,-1,5,2,3,3,-3,-2,-2,-2,2,0,0,0,0,0,0,0,0,0,0,-1,-1,3,-2,0,0,1,0,Druga lokacija,0
245,0,1,1,2,0,1,1,19,0.66763052,0.20304772,0.0416,4,4,1,1,1,4,0,3,3,3,5,0,5,0,0,5,4,1,2,4,4,2,3,4,2,4,76.83246073,87.5828128,4.505016089,7.912171115,87.5828128,0.511310552,0.725731858,"1,5",5,1,2,2,3,4,2,4,4,2,1,-1,1,1,1,1,0,1,90,90,1,2,2,3,4,3,7,-3,-3,-3,0,5,7,3,7,2,3,1,1,0,0,3,1,-1,-2,0,-1,0,0,0,-2,0,-1,-3,-2,-1,-2,0,0,0,-2,Sarajevo,1
246,0,1,1,4,1,1,1,35,0.66763052,0.20304772,0.0416,4,4,2,1,2,3,4,1,1,4,5,0,3,0,0,3,2,0,3,4,4,2,3,4,3,3,NA,NA,NA,NA,NA,0.511310552,0.725731858,"4,5,6",5,1,1,3,1,5,1,4,3,1,0,1,1,1,0,0,0,1,88,90,2,2,2,2,2,1,7,-2,-2,-2,1,3,6,3,3,1,2,1,-1,-2,-2,1,2,0,0,-1,-1,0,-2,-1,-3,0,-2,-4,-1,4,1,-2,-2,-2,-2,Svejedno,0
247,0,0,2,2,0,1,1,19,0.66763052,0.20304772,0.0416,4,4,0,2,1,4,4,1,0,4,5,4,5,0,0,5,2,1,0,4,4,3,2,4,4,4,NA,NA,NA,NA,NA,0.511310552,0.725731858,"1,4",4,3,1,3,1,4,2,4,4,1,0,1,0,1,1,1,1,1,46,92,1,1,1,1,4,1,6,-3,-3,-3,-3,1,4,3,7,0,3,3,-3,-3,-3,2,-1,0,0,0,-2,0,2,4,-4,3,1,-4,-3,1,-2,0,1,0,1,"Sarajevo,Doboj,Prijedor,Livno",0
248,0,1,2,4,0,1,1,23,0.66763052,0.20304772,0.0416,4,4,2,2,1,2,3,3,1,3,5,0,4,0,0,2,2,1,2,4,4,4,4,3,3,4,NA,NA,NA,NA,NA,0.511310552,0.725731858,"1,4",4,2,1,1,3,3,2,4,4,1,0,0,0,1,0,0,1,0,20,70,3,3,1,2,1,5,6,1,-2,-2,-2,5,1,-3,3,-3,3,3,0,0,1,3,3,2,2,0,4,0,-4,-4,0,-4,-4,-4,4,2,-4,0,0,4,-4,"Sarajevo,Zenica,Tuzla,Druga lokacija",0
249,0,0,2,4,0,1,1,52,0.66763052,0.20304772,0.0416,4,4,2,3,2,2,2,3,3,3,4,0,1,0,0,5,2,1,1,4,0,0,4,2,1,3,NA,NA,NA,NA,NA,0.511310552,0.725731858,4,4,1,1,3,1,4,1,4,2,3,0,1,1,1,0,1,0,1,30,30,1,1,0,2,3,1,7,-3,-3,-3,-1,1,7,3,7,-1,1,0,-3,-3,-2,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Svejedno,0
