code,attrition,treatment,gender,educ,employ1,ethn,entity,age,bosniak,croat,serb,time_usage,freq_usage,act_1,act_2,act_3,act_4,act_5,act_6,act_7,act_8,othersm_1,othersm_2,othersm_3,othersm_4,othersm_5,freq_news,politics_int,numb_forums,trust_media.1,imp_family,imp_career,imp_relg,imp_neigh,imp_ethn,imp_hobby,imp_cntry,matched_percentage.3,percentage_bosniak.3,percentage_serbian.3,percentage_croatian.3,largest_majority_online,fractionalization_offline_index,shannon_offline,activ,satisf,depression,loneliness,nerv,boredom,joy,isol,fulf,no_friends,freq_fbnews,fbnews_st1,fbnews_st2,fbnews_st3,fbnews_st4,fbnews_st5,fbnews_st6,fbnews_st7,fbnews_st8,outfeel_therm,infeel_therm,trust_pol,trust_inst,trust_media,trust_police,trust_ngo,trust_relg,sd,agr_st1,agr_st2,agr_st3,agr_st4,trust_gov,agr_st5,agr_st6,agr_st7,agr_st8,agr_st9,agr_st10,agr_st11,agr_st12,agr_st13,agr_st14,agr_st15,oth_honest,oth_patriot,oth_broadv,oth_gener,oth_hyp,oth_self,oth_unreliab,oth_intel,oth_evil,in_honest,in_patriot,in_evil,in_broadv,in_gener,in_hyp,in_self,in_unreliab,in_intel,donation,online_data
298,0,0,1,2,0,1,1,25,0.728,0.139,0.03,4,4,1,2,1,4,2,1,4,4,0,0,5,0,0,4,2,3,1,3,4,2,3,4,4,3,87.28813559,88.02588997,5.177993528,6.796116505,88.02588997,0.449795,0.610589524,3,2,4,3,1,4,3,2,2,2,3,-1,1,0,1,1,1,1,1,50,90,3,2,0,1,1,4,7,0,-3,-3,2,3,1,3,6,2,1,3,2,1,0,-3,2,-4,-3,-2,-1,-2,-4,0,1,-4,3,2,-4,3,2,-1,-4,-4,4,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno",1
299,0,1,1,4,0,0,1,26,0.613,0.317,0.021,4,4,2,0,2,2,4,4,1,2,2,0,1,0,0,5,4,3,2,4,4,4,4,4,3,4,NA,NA,NA,NA,NA,0.523301,0.745310731,"1,4",4,3,3,3,3,4,3,4,4,1,0,0,0,0,0,-1,0,0,70,70,3,2,1,1,3,2,6,-3,-3,-3,-3,1,4,-3,4,3,3,3,0,0,0,-3,0,0,0,-4,-3,0,-4,-4,-3,-4,0,0,0,0,0,0,0,0,0,Svejedno,0
300,0,0,1,4,1,2,2,31,0.806,0.016,4.00E-04,4,4,4,4,4,4,4,4,3,4,5,0,3,0,0,4,2,2,1,4,1,2,4,3,4,4,NA,NA,NA,NA,NA,0.35010784,0.243123542,"1,2,3,4,6",3,4,3,5,4,3,4,3,4,3,1,0,1,1,-1,-1,1,1,0,51,1,1,1,2,1,1,6,-3,-3,-3,0,1,4,3,4,-3,3,1,-3,-3,-3,-3,3,4,4,2,2,-4,-4,-2,-1,-4,4,-4,-4,4,4,-4,-4,-4,4,"Zenica,Tuzla,Prijedor,Druga lokacija,Svejedno",0
301,0,0,2,2,0,-1,1,21,0.919,0.014,0.007,4,4,2,2,2,4,4,2,1,4,5,0,4,0,0,2,1,1,2,4,3,4,2,4,2,4,83.68841545,95.35932113,1.803235216,2.837443649,95.35932113,0.155194,0.172121842,"1,3,4",4,1,1,3,1,4,1,4,4,1,0,1,0,1,0,0,1,1,17,87,1,3,2,4,4,4,5,-3,-2,-2,3,2,5,1,6,3,3,1,-3,-3,-2,-3,1,0,-3,0,0,0,0,0,0,0,1,-4,-1,0,0,-1,0,-2,0,Svejedno,1
302,0,0,2,4,0,1,1,23,0.919,0.014,0.007,4,4,0,3,1,3,3,3,1,4,0,0,5,0,0,1,1,1,1,4,3,4,1,3,3,2,NA,NA,NA,NA,NA,0.155194,0.172121842,"4,5",4,2,2,1,2,4,1,5,3,1,0,0,0,0,0,1,1,0,85,98,2,2,1,3,3,3,6,-2,-2,-3,0,3,7,2,7,3,3,3,-1,0,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Druga lokacija,Svejedno",0
303,0,1,2,2,1,1,1,19,0.919,0.014,0.007,4,4,1,2,1,3,3,0,0,2,5,4,5,0,0,5,2,1,1,4,4,2,1,2,3,0,NA,NA,NA,NA,NA,0.155194,0.172121842,"1,3,4",3,3,3,3,3,3,2,3,4,1,1,-1,0,0,-1,1,1,-1,50,61,1,2,1,3,1,1,7,-2,-3,-3,-2,4,4,-2,3,-1,2,3,-3,-3,-2,-2,-2,-1,-1,1,2,2,2,3,2,0,2,1,1,1,1,1,1,1,1,Svejedno,0
304,0,1,2,3,0,1,1,23,0.919,0.014,0.007,4,4,1,1,1,3,3,1,2,2,5,3,4,0,0,1,1,1,1,4,4,3,1,2,2,2,NA,NA,NA,NA,NA,0.155194,0.172121842,"1,4,5",4,2,3,2,1,4,2,4,4,1,0,0,0,1,-1,0,0,1,50,50,1,2,1,1,2,2,7,-3,-3,-3,-2,1,1,-3,4,-1,3,3,-3,-3,0,0,3,0,-3,0,1,0,-1,-1,0,0,2,3,-1,2,3,2,-2,-2,3,"Sarajevo,Zenica",0
305,0,0,2,4,0,2,2,22,0.919,0.014,0.007,4,4,2,2,2,4,1,2,1,4,5,0,4,0,0,4,2,2,1,4,4,4,4,3,3,4,81.484375,96.01576649,1.512730372,2.471503143,96.01576649,0.155194,0.172121842,5,4,2,1,2,3,4,1,3,4,2,-1,1,0,1,0,0,1,1,94,100,1,2,1,2,2,2,6,3,-3,-3,2,2,7,2,7,2,3,2,1,-3,-2,-1,-1,0,0,4,3,-3,-4,-4,-3,-3,0,-2,-4,0,-3,-4,-4,-3,4,"Sarajevo,Zenica",1
306,0,0,2,2,0,1,1,24,0.407,0.555,0.013,4,4,2,3,3,3,4,1,4,4,5,1,5,1,0,4,2,2,1,4,3,3,1,3,2,2,84.48023426,92.54766031,3.119584055,4.332755633,92.54766031,0.526157,0.749102786,"1,4",3,5,3,5,1,3,3,2,4,3,0,-1,0,-1,1,1,1,1,8,55,3,1,1,2,1,1,6,-3,-3,-3,-2,0,5,-1,7,2,3,3,-3,-3,-3,-3,3,0,4,0,0,0,0,0,0,0,0,-4,-1,1,0,0,0,2,2,"Sarajevo,Zenica,Tuzla",1
307,0,0,2,4,0,1,1,35,0.328,0.003,0.662,4,4,0,0,1,2,2,2,1,4,1,0,3,0,0,4,1,1,3,4,3,3,2,3,3,3,NA,NA,NA,NA,NA,0.454163,0.656130894,"1,4",3,1,2,3,3,4,3,4,4,2,1,-1,0,1,0,0,0,0,21,80,1,2,1,2,2,1,5,-3,-3,-3,-1,1,2,1,4,-1,3,3,-1,-1,2,0,2,0,-3,1,-1,0,0,1,-1,-4,2,-4,-4,1,1,-4,-4,-1,2,"Doboj,Banja Luka",0
308,0,0,1,4,1,1,1,24,0.91,0.033,0.016,4,4,0,0,0,2,4,0,1,3,5,0,5,0,0,4,4,2,2,3,4,2,2,4,4,4,80.55555556,89.65517241,3.448275862,6.896551724,89.65517241,0.170555,0.264556558,1,4,1,2,2,3,4,2,4,2,1,1,1,0,1,0,1,1,1,72,82,2,2,1,3,2,1,7,-2,-3,-3,3,2,1,3,6,3,2,2,3,1,-1,-3,-1,0,3,3,0,0,0,0,0,0,-1,-4,0,0,0,0,-2,0,1,"Sarajevo,Zenica,Doboj,Tuzla,Livno",1
309,0,1,1,2,0,0,1,39,0.91,0.033,0.016,4,0,0,1,1,2,0,2,2,2,5,0,5,0,0,4,1,1,1,4,3,0,0,0,4,0,44.23076923,78.26086957,6.52173913,15.2173913,78.26086957,0.170555,0.264556558,"1,3",3,3,2,2,2,2,1,3,2,1,1,-1,1,1,-1,0,1,1,100,50,1,2,4,1,2,1,7,-3,-3,-3,2,1,1,-3,7,3,3,1,-3,-3,0,-3,-1,-1,0,-3,2,-1,0,0,-1,-1,4,-2,1,4,-4,-2,0,0,-2,"Sarajevo,Zenica,Bijeljina,Livno",1
310,0,1,1,2,0,1,1,19,0.91,0.033,0.016,4,2,1,1,1,2,2,1,1,2,5,0,4,0,0,4,2,1,1,4,4,2,4,4,3,4,NA,NA,NA,NA,NA,0.170555,0.264556558,"4,5",5,2,2,3,2,4,1,5,4,0,0,-1,0,0,1,1,1,0,90,90,2,3,1,2,4,3,6,-3,-2,-3,0,2,4,3,4,0,2,1,0,-2,-2,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Svejedno,0
311,0,1,1,2,0,0,1,31,0.84,0.075,0.022,4,3,1,1,1,3,3,1,1,2,5,0,3,0,0,4,3,1,1,4,4,2,2,0,3,2,NA,NA,NA,NA,NA,0.288291,0.424694565,"1,3,4,5",4,2,1,3,3,4,1,4,4,1,1,0,0,1,0,0,0,1,90,70,1,1,1,1,3,1,7,-3,-3,-3,-3,1,2,0,4,-3,3,3,-3,-3,-3,0,0,0,-3,4,0,0,0,0,0,0,0,-4,0,4,4,0,0,0,0,"Zenica,Tuzla,Druga lokacija",0
312,0,0,1,2,1,1,1,36,0.84,0.075,0.022,4,4,2,3,2,3,2,2,3,3,0,0,5,0,0,5,4,3,2,4,3,4,2,2,2,3,26,76.92307692,7.692307692,15.38461538,76.92307692,0.288291,0.424694565,"4,6",5,1,2,1,2,4,1,4,1,3,1,-1,0,-1,0,0,1,1,82,82,1,2,1,1,2,3,6,-3,-3,-1,3,1,1,3,7,3,3,3,0,-3,-3,-2,3,4,4,4,0,0,-4,1,-4,-2,0,-4,0,-4,-4,-4,4,4,-4,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Druga lokacija,Svejedno",1
313,0,0,2,2,0,1,1,19,0.84,0.075,0.022,4,4,0,2,1,2,3,1,2,4,5,0,5,0,0,1,1,1,1,4,4,2,2,1,2,2,NA,NA,NA,NA,NA,0.288291,0.424694565,4,4,3,2,4,1,4,1,4,2,1,0,1,0,1,-1,0,1,-1,87,90,1,2,1,3,3,1,7,-3,-3,-3,0,0,1,3,7,0,3,3,-3,-3,-3,-3,3,-2,0,-2,-2,0,0,0,-2,0,-1,0,-1,4,0,0,1,0,-1,Zenica,0
314,0,0,2,4,0,0,1,34,0.84,0.075,0.022,4,4,2,3,2,3,1,1,2,3,0,0,5,0,0,4,3,2,2,4,3,3,4,3,2,4,NA,NA,NA,NA,NA,0.288291,0.424694565,"4,6",5,1,1,3,1,5,1,5,2,2,0,1,0,1,1,1,1,1,71,89,2,2,2,2,1,2,6,-2,-3,-3,1,4,7,3,7,0,3,3,-3,-3,-3,3,-3,0,1,-2,-3,-3,0,0,-2,0,0,0,-2,-1,-4,-1,3,2,-4,Zenica,0
315,0,1,1,2,0,0,1,19,0.84,0.075,0.022,4,3,1,1,1,2,2,1,0,3,5,4,5,1,1,2,1,2,1,3,3,3,1,2,2,3,NA,NA,NA,NA,NA,0.288291,0.424694565,5,2,4,4,4,3,2,4,2,2,2,0,0,0,1,0,0,0,1,50,10,1,1,0,2,1,1,7,-3,-3,-3,-3,10,1,-2,7,-2,3,3,-3,-3,-3,-3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Svejedno,0
316,0,1,2,2,0,-2,1,20,0.84,0.075,0.022,4,4,2,2,3,4,4,1,3,4,5,3,5,0,0,3,1,1,1,4,3,4,2,2,2,2,NA,NA,NA,NA,NA,0.288291,0.424694565,"1,3,5",4,2,2,3,1,3,1,4,0,1,0,1,-1,1,0,-1,0,-1,80,100,2,2,2,3,4,3,7,-2,-2,-3,-2,6,2,-2,4,-1,3,3,-1,-1,-2,2,3,-1,-3,-2,-1,0,0,0,-1,0,4,-2,0,4,-2,4,4,-1,4,"Doboj,Tuzla,Prijedor,Livno,Druga lokacija",0
317,0,1,2,2,0,1,1,20,0.84,0.075,0.022,4,4,2,2,3,4,4,1,3,4,5,3,5,0,0,3,1,1,1,4,3,4,2,2,2,2,NA,NA,NA,NA,NA,0.288291,0.424694565,"1,4,6",4,2,1,3,3,5,1,5,4,2,0,1,-1,-1,1,-1,1,1,41,100,2,3,3,4,3,4,6,1,-1,-1,-2,4,5,3,5,-1,3,1,-1,-1,0,1,3,-2,3,-2,-1,0,-1,-2,-3,0,-3,-4,3,-1,-4,0,3,2,-4,"Sarajevo,Zenica,Tuzla,Druga lokacija",0
318,0,0,1,2,0,1,1,35,0.84,0.075,0.022,4,4,3,3,2,4,1,4,4,4,5,0,5,0,0,5,4,3,2,4,4,4,4,4,3,2,81.38506876,91.04807886,4.083685375,4.868235767,91.04807886,0.288291,0.424694565,4,5,1,1,2,1,5,1,5,4,3,0,1,0,1,0,1,1,1,90,90,1,2,2,3,4,1,6,-3,-3,-3,3,0,4,-3,7,-3,3,3,-3,-3,-3,-3,3,0,0,4,4,0,-4,-4,2,-4,4,4,-4,4,4,0,-4,-4,4,Zenica,1
319,0,0,1,2,0,1,1,35,0.84,0.075,0.022,4,4,3,3,2,4,1,4,4,4,5,0,5,0,0,5,4,3,2,4,4,4,4,4,3,2,NA,NA,NA,NA,NA,0.288291,0.424694565,4,4,1,3,3,3,4,2,4,3,1,0,0,0,0,-1,0,0,1,100,100,1,2,1,2,2,3,7,-3,-3,-3,-1,2,4,2,6,2,3,3,-1,-2,0,1,0,-4,0,-3,-4,0,2,-1,-3,3,2,0,-2,-2,2,0,-2,2,-2,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Druga lokacija",0
320,0,1,1,2,1,0,1,28,0.84,0.075,0.022,4,4,2,1,2,4,1,3,3,4,5,0,5,0,0,5,2,3,1,4,2,4,4,4,2,4,NA,NA,NA,NA,NA,0.288291,0.424694565,"3,4",5,1,1,2,3,4,1,4,4,2,1,1,1,-1,-1,0,0,1,31,100,2,3,1,3,3,4,5,-3,-2,-2,2,2,5,2,4,-1,3,1,-1,-1,-1,-1,-1,4,2,-2,-3,-2,1,-2,2,-1,1,3,-1,0,2,2,4,2,0,"Zenica,Prijedor,Tomislavgrad",0
321,0,1,1,2,0,1,1,20,0.84,0.075,0.022,4,4,0,1,1,3,3,0,1,4,5,0,5,0,0,2,2,1,2,4,4,3,1,2,1,2,78.48518112,91.21212121,3.58974359,5.198135198,91.21212121,0.288291,0.424694565,"1,5",4,1,1,2,2,5,1,5,4,2,0,1,0,1,0,0,0,1,90,90,2,2,1,2,2,2,6,-3,-3,-3,-3,2,4,-2,7,-3,3,3,-2,-3,-3,3,3,-2,-2,-4,-4,0,1,-1,-3,-1,-2,-2,-2,-2,-2,0,-1,1,-3,Zenica,1
322,0,1,2,2,0,2,2,20,0.84,0.075,0.022,4,4,1,0,1,2,3,1,1,4,5,1,5,0,0,4,1,1,1,4,4,4,2,4,1,4,NA,NA,NA,NA,NA,0.288291,0.424694565,"1,6",2,3,2,2,4,4,3,4,0,2,0,1,0,1,0,0,1,1,10,75,1,1,1,3,3,2,3,-3,-3,-3,2,1,4,2,4,2,3,2,-2,-1,-1,-3,3,4,4,2,3,-4,-2,-4,3,0,1,-3,2,3,0,-1,-1,1,1,Zenica,0
323,0,0,2,4,1,1,1,22,0.84,0.075,0.022,4,4,2,3,3,4,3,4,4,4,5,2,5,1,0,5,4,3,2,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,0.288291,0.424694565,1,4,2,1,4,3,4,3,4,4,3,0,1,0,1,0,1,1,1,64,100,1,2,2,2,2,3,6,-3,-3,-3,-1,1,5,0,1,-3,0,3,-2,-2,-2,0,1,1,-1,-1,-3,0,-4,0,-1,-3,1,0,0,0,0,0,0,0,0,Druga lokacija,0
324,0,0,2,2,0,-2,1,18,0.84,0.075,0.022,4,4,2,2,3,2,2,3,3,3,5,5,5,0,0,0,2,2,1,2,3,2,1,2,3,4,NA,NA,NA,NA,NA,0.288291,0.424694565,1,3,4,3,2,5,3,3,4,4,1,-1,-1,1,0,1,-1,0,1,100,100,1,1,2,2,1,1,7,-3,-3,-3,-3,0,2,-3,7,-3,3,3,-3,-3,-3,0,3,0,-4,-1,1,0,-1,-1,-4,0,-1,-2,-2,0,0,-1,-1,-1,0,"Zenica,Banja Luka",0
325,0,1,2,3,0,1,1,23,0.84,0.075,0.022,4,3,1,1,2,2,2,0,1,4,5,1,5,1,1,4,2,1,1,4,4,4,2,3,3,4,79.55555556,9.217877095,52.79329609,37.98882682,52.79329609,0.288291,0.424694565,5,4,3,2,2,1,4,1,3,3,1,0,-1,0,-1,-1,1,1,0,60,90,2,2,2,3,4,3,6,-2,-2,-2,1,5,5,2,6,3,3,3,-2,-1,-1,-1,-1,0,0,-3,-3,0,0,0,-3,0,-3,0,0,-3,-3,0,0,0,-3,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno",1
326,0,0,2,2,0,1,1,22,0.84,0.075,0.022,4,4,2,3,3,4,2,3,1,4,5,0,5,0,0,1,1,1,1,4,4,4,3,4,4,4,78.56269113,95.31594654,1.972233035,2.711820423,95.31594654,0.288291,0.424694565,2,4,1,2,4,3,5,1,4,4,2,-1,1,0,-1,0,0,1,1,70,100,1,2,1,3,3,2,5,-3,-3,-3,-1,0,4,-3,4,0,3,3,-3,-3,-3,0,3,-1,-4,3,-2,0,2,2,0,0,-1,-4,0,3,-2,0,2,2,0,"Zenica,Bijeljina,Prijedor,Tomislavgrad,Livno",1
327,0,0,1,3,0,1,1,34,0.84,0.075,0.022,4,4,2,2,2,3,3,2,1,3,3,0,2,0,0,2,1,1,1,4,3,4,3,2,3,4,NA,NA,NA,NA,NA,0.288291,0.424694565,"1,6",5,1,1,2,2,4,1,4,4,2,0,1,0,1,1,0,0,1,90,90,1,1,1,3,4,1,7,-2,-3,-3,-2,2,7,2,7,1,2,2,-2,-2,-2,-1,2,-3,0,-2,-2,0,0,1,0,0,-2,-2,-2,0,-3,0,0,2,0,Zenica,0
328,0,0,2,2,0,1,1,18,0.84,0.075,0.022,4,2,0,2,1,3,4,1,2,3,5,2,5,0,0,2,2,1,1,4,4,2,3,4,4,2,NA,NA,NA,NA,NA,0.288291,0.424694565,1,4,3,3,4,2,4,4,3,4,1,0,0,0,-1,0,0,0,0,50,50,1,2,2,3,5,3,6,-3,-3,-3,3,3,4,2,7,3,3,3,-2,-1,-3,3,-1,0,1,-3,-3,0,0,0,-2,-1,-1,-2,0,-2,-2,0,0,0,-1,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Druga lokacija",0
329,0,1,2,4,0,1,1,21,0.84,0.075,0.022,4,4,2,2,1,3,3,1,1,2,5,4,4,1,0,1,2,3,1,4,3,4,2,3,3,4,NA,NA,NA,NA,NA,0.288291,0.424694565,"1,2",3,3,2,4,4,4,5,3,3,3,0,1,0,1,-1,0,1,0,17,80,2,2,0,2,3,3,5,-2,-3,-3,-1,2,4,1,1,1,2,3,-2,-2,0,-3,3,0,-3,0,0,0,0,0,0,0,4,2,-4,1,3,0,-2,0,0,"Zenica,Svejedno",0
330,0,0,2,2,0,1,1,22,0.84,0.075,0.022,4,4,2,2,2,3,4,1,1,4,4,0,5,0,0,2,2,1,1,4,4,3,3,2,3,4,81.77697189,84.03547672,6.984478936,8.980044346,84.03547672,0.288291,0.424694565,5,4,3,1,5,4,5,1,4,4,1,1,1,-1,1,-1,0,1,1,40,80,1,2,2,5,4,4,5,-3,-3,-3,-2,3,3,3,7,-1,3,3,-3,-3,-3,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zenica,1
331,0,1,2,4,1,1,1,24,0.84,0.075,0.022,4,4,2,2,2,3,3,2,1,4,5,0,2,0,0,0,1,1,1,4,4,2,2,1,4,3,NA,NA,NA,NA,NA,0.288291,0.424694565,"1,4,5",3,1,1,1,1,5,1,5,3,2,-1,1,0,0,0,1,-1,1,100,100,1,2,0,2,2,2,7,-3,-3,-3,-3,1,4,-2,7,0,3,-3,-3,-3,-3,-3,3,2,-4,4,-1,-4,-4,-4,4,-2,4,-4,-2,4,4,-4,-4,-4,4,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno",0
332,0,1,2,2,0,1,1,18,0.84,0.075,0.022,4,2,0,3,2,1,1,2,1,4,5,2,5,0,0,0,2,1,1,4,4,2,2,3,3,4,NA,NA,NA,NA,NA,0.288291,0.424694565,"1,4",4,1,1,1,2,5,1,5,0,2,0,0,0,0,0,0,0,0,90,80,1,3,2,3,3,3,6,-1,-3,-3,0,5,3,-3,1,-1,0,1,-3,-1,-3,-3,-3,4,3,3,3,3,-3,-3,0,-1,0,0,0,0,0,0,0,0,0,Zenica,0
333,0,0,1,2,0,1,1,21,0.84,0.075,0.022,4,4,1,1,2,4,2,1,1,4,5,0,5,0,0,3,1,1,1,4,4,0,2,0,3,2,78.91933029,86.75666988,5.175184828,8.068145291,86.75666988,0.288291,0.424694565,5,3,2,1,3,2,4,2,4,4,2,0,1,0,1,0,0,0,1,100,100,1,1,2,5,1,1,7,-3,-3,-3,-2,0,4,-3,7,-2,3,3,-3,-3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zenica,1
334,0,0,2,2,0,1,1,22,0.84,0.075,0.022,3,4,1,1,2,2,4,1,1,4,5,2,5,0,0,5,2,1,1,4,4,4,2,4,3,4,NA,NA,NA,NA,NA,0.288291,0.424694565,"1,4",4,1,2,1,2,4,2,5,2,1,0,1,1,1,-1,1,1,1,85,100,2,3,1,5,4,5,6,-3,-3,-3,-1,5,1,-3,5,-3,3,3,-3,-3,-3,-3,3,-4,-4,-3,-3,-2,4,4,-3,4,-4,-4,4,-1,0,0,4,4,-4,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno",0
335,0,0,2,4,1,1,1,24,0.84,0.075,0.022,4,4,3,2,2,4,1,1,3,4,5,0,5,0,0,5,2,1,2,4,4,3,2,3,4,2,NA,NA,NA,NA,NA,0.288291,0.424694565,6,4,2,3,2,2,4,2,4,4,3,1,1,-1,1,0,0,-1,1,80,80,3,1,2,2,2,1,3,-1,-1,-3,0,4,6,2,1,2,-3,3,-3,-3,-3,0,-1,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,2,Zenica,0
336,0,1,2,2,0,1,1,20,0.84,0.075,0.022,4,4,1,2,1,4,3,2,4,4,5,0,5,0,0,4,2,2,3,4,4,3,3,3,3,2,84.39716312,88.23529412,1.680672269,10.08403361,88.23529412,0.288291,0.424694565,1,4,3,3,5,2,4,2,4,3,1,0,0,-1,1,0,1,1,0,100,64,2,2,3,5,4,1,7,-3,-3,-3,0,1,7,-3,7,-3,-3,1,-3,-3,1,0,3,-4,-2,-1,-1,0,3,3,-2,0,3,-4,-2,2,2,0,3,-2,2,Zenica,1
337,0,1,2,4,0,1,1,22,0.84,0.075,0.022,4,4,0,1,1,2,3,0,1,2,5,0,5,0,0,1,1,1,2,4,3,4,3,4,2,4,NA,NA,NA,NA,NA,0.288291,0.424694565,5,4,2,1,1,2,4,1,4,4,2,0,1,0,1,0,0,0,1,50,80,2,3,2,3,4,4,6,-1,-1,-1,1,5,5,3,7,1,3,3,-1,-1,-1,1,2,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno",0
338,0,0,2,2,0,3,1,20,0.84,0.075,0.022,4,2,1,0,1,1,2,1,1,4,5,2,5,0,0,0,1,1,1,4,2,0,3,0,2,4,75.69083447,75.41418158,10.80185553,13.78396289,75.41418158,0.288291,0.424694565,4,3,5,4,5,1,3,1,3,4,1,0,1,0,1,0,-1,-1,1,100,100,2,2,1,2,5,1,7,-3,-3,-3,-3,0,4,-1,7,-1,3,3,-3,-3,0,1,-1,0,0,-2,-1,0,0,0,0,0,-1,0,0,-2,0,0,0,0,-1,"Zenica,Doboj",1
339,0,1,2,2,0,0,1,19,0.84,0.075,0.022,4,4,0,2,0,3,4,2,4,4,5,1,5,0,0,0,1,1,0,4,4,4,4,4,0,4,NA,NA,NA,NA,NA,0.288291,0.424694565,1,3,3,2,2,2,4,1,3,4,3,-1,0,0,-1,0,1,1,-1,14,100,2,2,0,2,3,4,6,-3,-3,-3,2,0,2,3,4,3,3,3,-3,-3,0,-3,3,0,0,0,0,0,0,0,0,0,4,-2,-4,4,1,-1,-4,-4,4,Zenica,0
340,0,0,2,2,0,1,1,34,0.84,0.075,0.022,4,4,1,4,1,4,1,3,1,4,5,1,5,0,0,2,2,1,1,4,2,3,1,2,3,3,NA,NA,NA,NA,NA,0.288291,0.424694565,5,4,2,2,2,2,4,2,3,4,1,0,1,1,1,-1,-1,1,1,50,80,2,2,2,3,3,4,5,-3,-2,-3,1,5,5,3,4,2,3,2,0,-2,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,4,1,0,-2,-1,2,Tuzla,0
341,0,1,1,2,0,1,1,19,0.84,0.075,0.022,4,4,1,0,1,2,3,1,0,2,5,0,5,0,0,4,1,1,1,4,2,4,1,3,3,4,63.54249404,8,59.4375,32.5625,59.4375,0.288291,0.424694565,5,5,2,2,3,2,5,3,4,3,1,0,1,0,-1,0,1,0,1,89,100,1,2,1,3,3,4,6,-3,-3,-3,-3,1,2,-1,5,-2,2,2,-3,-3,-3,-3,3,4,4,4,4,0,-3,-3,-3,-2,0,-1,0,3,-4,0,3,0,-2,Zenica,1
342,0,0,2,4,0,1,1,24,0.84,0.075,0.022,4,4,0,1,1,3,4,3,2,3,5,0,3,0,0,4,1,2,1,4,4,2,0,2,2,3,84.39716312,88.23529412,1.680672269,10.08403361,88.23529412,0.288291,0.424694565,1,4,1,2,3,1,4,1,4,2,2,0,1,0,1,0,1,1,0,0,50,1,1,1,3,3,1,7,-3,-3,-3,-1,0,7,1,7,2,3,3,-3,-3,-3,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno",1
343,0,0,1,2,0,1,1,24,0.84,0.075,0.022,4,4,2,1,1,3,2,2,2,3,5,0,5,0,0,1,1,1,1,4,4,4,4,4,3,4,86.25592417,95.00915751,2.289377289,2.701465201,95.00915751,0.288291,0.424694565,1,3,3,4,2,2,4,2,3,4,2,1,-1,0,1,0,1,1,1,85,93,1,1,1,3,3,3,6,-3,-3,-3,-3,2,4,-1,6,-2,3,2,-3,-1,-3,1,3,-1,2,-3,-2,0,-1,-1,-2,-1,-1,2,-1,1,1,0,-1,-2,-1,"Sarajevo,Zenica,Tuzla",1
344,0,0,2,2,0,1,1,36,0.84,0.075,0.022,4,4,2,2,3,2,0,0,0,4,5,5,5,0,0,5,3,2,4,4,4,3,4,4,4,4,NA,NA,NA,NA,NA,0.288291,0.424694565,4,4,2,1,1,2,4,2,4,3,2,0,0,0,0,0,0,1,1,52,100,1,1,3,3,3,2,1,-3,-3,-3,-3,0,4,0,4,-3,-3,-3,-3,-3,-3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zenica,0
345,0,0,2,2,0,0,1,24,0.84,0.075,0.022,4,4,2,2,2,3,4,2,2,4,5,0,5,0,0,4,1,1,1,4,3,3,0,3,3,3,NA,NA,NA,NA,NA,0.288291,0.424694565,1,4,3,3,4,5,3,4,3,3,3,0,-1,0,-1,0,0,1,1,94,97,1,2,1,2,2,3,6,-3,-2,-3,0,1,4,-1,7,0,3,3,-2,-1,-3,0,3,-4,0,-3,-3,0,3,3,-3,0,-1,1,1,0,-2,-2,-2,2,-2,"Sarajevo,Zenica",0
